StudentID,Gender,Height,Weight,Age
1475980,F,5.1,45,13
2792127,F,5.2,40,14
8704683,M,5.5,38,21
7282274,M,4.8,44,18
1557494,M,5.2,47,20
166950,M,5.4,36,19
4872937,M,5.4,37,18
930427,M,4.9,48,18
9749523,M,5.5,37,18
2019824,M,5,42,27
6971867,M,5.2,38,26
493336,M,5.2,39,26
1791383,F,5.5,48,27
8069611,F,4.8,37,25
5445092,F,4.9,40,24
2672079,F,5.1,35,28
8683406,F,5.3,45,22
8018219,F,5.3,43,26
1457108,F,5.3,41,22
5217181,F,4.8,40,23
4290296,M,5.2,41,27
7441276,M,4.8,40,24
3945052,M,5,37,28
1102439,M,5.4,48,13
5818720,M,5.4,39,12
9630705,F,5.4,46,13
5127974,F,5.5,41,12
1918131,F,4.9,49,13
4272359,F,5.1,38,14
7153643,F,5,44,13
8754194,F,5.4,49,14
7599491,M,5,47,21
8901554,M,5.4,44,18
3561623,M,5.4,49,20
5106587,M,4.8,41,19
4768159,M,5.1,35,18
8376826,M,5.5,48,18
6672515,M,5.4,49,18
5597021,M,4.9,37,27
3144746,M,5,37,26
2130553,M,5.4,39,26
5378086,F,5.5,46,27
2185063,F,5.4,44,25
3372330,F,4.9,36,24
9795844,F,4.9,48,28
1151859,F,4.9,39,22
8841850,F,4.8,44,26
4309282,F,5.2,37,22
5929240,F,5.1,48,23
8266512,M,5.1,44,27
1612377,M,5,44,24
6200587,M,5.3,44,28
279000,M,5.5,35,13
5294735,M,5.5,46,12
5048119,F,5.4,40,13
8332509,F,4.8,45,12
6383390,F,5,41,13
2597292,F,5.5,42,14
8944067,F,5.5,45,13
687061,F,5.3,36,14
4704374,M,5.5,42,21
6460432,M,4.8,38,18
5992153,M,4.9,46,20
4832292,M,5.2,36,19
5724789,M,5.1,46,18
1795849,M,5,38,18
4178192,M,5,42,18
351136,M,5.1,50,27
4811911,M,5,46,26
6121875,M,5.2,45,26
2336220,F,4.9,42,27
8429270,F,4.8,36,25
8866033,F,5.4,49,24
5253427,F,5,37,28
6956411,F,5.1,50,22
904577,F,5.1,40,26
8867938,F,4.8,46,22
323255,F,4.8,44,23
1036480,M,5,43,27
5658834,M,4.8,45,24
9777518,M,5.2,37,28
8642418,M,5.5,49,13
4067134,M,4.9,36,12
4872214,F,5,40,13
1864500,F,5.5,47,12
1971439,F,5.1,38,13
7106275,F,5.5,44,14
8264453,F,5,36,13
9215411,F,5.2,45,14
36715,M,5.4,50,21
8415507,M,5.3,49,18
6298335,M,4.9,42,20
7395421,M,4.8,35,19
5948966,M,5.4,45,18
6932346,M,4.9,40,18
5737887,M,5.2,40,18
4362300,M,4.9,48,27
4430581,M,5.1,49,26
973754,M,5.1,35,26
8700553,F,4.8,47,27
4654779,F,4.9,48,25
7774537,F,5.4,35,24
6885250,F,5.5,48,28
9156646,F,4.9,35,22
3131283,F,5.3,47,26
9394071,F,5,50,22
7377429,F,5.2,50,23
8339059,M,5.5,47,27
5064970,M,5,50,24
8864407,M,5.5,46,28
3332708,M,5.5,35,13
9911300,M,5.4,36,12
3225937,F,5.5,46,13
1613485,F,5.1,35,12
5578140,F,5.1,37,13
2988000,F,4.8,49,14
5744804,F,4.9,37,13
9880415,F,4.8,37,14
9638701,M,5,37,21
4710364,M,5.2,37,18
1871106,M,5.4,38,20
1140724,M,5.4,38,19
3051811,M,4.9,35,18
8473731,M,5,49,18
4092831,M,5.1,43,18
4671679,M,5.3,44,27
9309187,M,5.4,42,26
3590568,M,5.5,41,26
2896381,F,5.5,43,27
9141954,F,5.4,46,25
7250551,F,5.1,36,24
5694553,F,5.3,43,28
78724,F,5.5,40,22
8648760,F,4.9,49,26
7795627,F,4.9,43,22
3526700,F,5.3,45,23
2869627,M,5,50,27
3110787,M,5.5,46,24
681306,M,5.3,41,28
7162902,M,4.9,37,13
671948,M,4.8,49,12
9568106,F,4.9,48,13
9318177,F,5.5,47,12
6888428,F,4.8,50,13
3224448,F,5,50,14
1084084,F,4.9,39,13
8713000,F,5.2,40,14
5053862,M,5.4,48,21
7470169,M,5,40,18
4771006,M,5.1,36,20
8504249,M,4.9,35,19
9999313,M,5.4,50,18
1523809,M,5.4,48,18
8784166,M,5.1,37,18
6209861,M,5.4,45,27
3402135,M,5.2,40,26
4246355,M,5.3,48,26
9756493,F,5.4,40,27
4306725,F,5,50,25
2608820,F,5.2,36,24
2379793,F,5.3,47,28
7174739,F,4.8,47,22
6453670,F,5.2,46,26
8200907,F,5.5,44,22
8394561,F,5.5,39,23
9254467,M,5.5,47,27
3845587,M,4.8,43,24
4095437,M,5.5,37,28
5478403,M,5.2,36,13
2403179,M,4.9,49,12
1749355,F,5.5,46,13
2423644,F,5.2,44,12
5239256,F,5.5,46,13
7340010,F,5.2,35,14
8193215,F,5.1,47,13
4352409,F,5.3,39,14
6280106,M,5.4,36,21
7769586,M,5.3,43,18
9339277,M,5,36,20
9422880,M,5.4,35,19
7919276,M,5.4,36,18
8268996,M,5,39,18
3048367,M,5.1,41,18
3958952,M,4.8,37,27
8245973,M,4.9,49,26
9154019,M,5.5,48,26
5928876,F,4.9,48,27
8004775,F,5.3,49,25
9722537,F,5.5,46,24
2344691,F,5,44,28
6716506,F,5.2,45,22
4103696,F,5.5,35,26
6797928,F,5.1,40,22
2083472,F,5.5,36,23
3017352,M,5.2,44,27
1824852,M,5.5,43,24
6350082,M,5.5,43,28
5646780,M,5.4,44,13
5895977,M,5.3,35,12
3943169,F,4.9,38,13
5351584,F,5.5,44,12
6677535,F,5.2,41,13
310712,F,5.3,42,14
5997289,F,5,50,13
3119265,F,5.1,43,14
5609923,M,4.9,44,21
8735427,M,4.9,48,18
1254686,M,4.8,45,20
3192293,M,5.4,44,19
5431354,M,4.8,37,18
2493326,M,4.9,46,18
196869,M,5.4,39,18
5736604,M,5.5,43,27
5352809,M,5.1,48,26
7242563,M,5.3,44,26
6279968,F,4.9,48,27
7312797,F,5,38,25
8161220,F,4.8,40,24
8021543,F,5.4,44,28
8379553,F,5.3,48,22
259590,F,5.4,48,26
8617910,F,4.8,46,22
6584614,F,5.5,47,23
122218,M,4.8,40,27
5653746,M,5.5,40,24
4470865,M,4.9,38,28
1148123,M,4.9,36,13
1990989,M,5.1,45,12
8619692,F,4.9,37,13
4227438,F,5.3,42,12
1198246,F,5.3,43,13
7341260,F,5,49,14
2266434,F,4.9,37,13
6961973,F,5.4,41,14
808652,M,5.5,39,21
1338720,M,5.4,47,18
5509546,M,5.4,48,20
9083851,M,5.3,38,19
3849636,M,5,44,18
9695159,M,5.5,37,18
3521018,M,5.1,43,18
667442,M,5,38,27
191508,M,5.5,50,26
9239345,M,5.5,36,26
1946562,F,4.8,40,27
8329086,F,5.4,41,25
6613560,F,5.3,40,24
5161671,F,4.8,49,28
3253172,F,5.1,36,22
9586846,F,5.5,35,26
1770149,F,4.9,36,22
3554792,F,5.3,41,23
651452,M,5.1,38,27
8867172,M,5.4,42,24
476406,M,4.8,45,28
2190285,M,5.1,42,13
3009865,M,5.2,43,12
4129754,F,5.1,39,13
757644,F,5.4,37,12
9064712,F,4.8,39,13
3368227,F,5.2,50,14
9949120,F,5.3,47,13
5651198,F,5.2,44,14
5525712,M,5.3,43,21
126017,M,5.2,37,18
7917965,M,4.9,36,20
5816588,M,5.1,42,19
6308329,M,4.9,49,18
7461353,M,5.4,50,18
9805315,M,5.2,40,18
6376300,M,5,35,27
8910073,M,5.3,45,26
2486074,M,4.9,47,26
6470791,F,4.8,37,27
7298672,F,5.4,46,25
6742476,F,5,36,24
7549400,F,5.1,41,28
5558533,F,5.4,43,22
4470995,F,5.4,46,26
9476721,F,5.3,47,22
8115733,F,5.2,43,23
6463673,M,4.8,43,27
8514687,M,5,43,24
6479079,M,4.8,48,28
1331995,M,4.9,40,13
6221122,M,4.8,44,12
9352733,F,4.9,45,13
7509590,F,5.5,36,12
2465443,F,4.8,46,13
5640003,F,4.8,46,14
3359362,F,5,50,13
5751165,F,5.5,42,14
1476000,M,4.9,48,21
9531432,M,5.5,49,18
7640753,M,5.2,45,20
9815653,M,5.4,47,19
1050078,M,5.2,43,18
7945028,M,5.5,37,18
2430607,M,5.1,45,18
3934952,M,5,40,27
1319314,M,5.1,49,26
3843206,M,5.3,39,26
4254016,F,4.8,35,27
7118223,F,5,41,25
6852124,F,5,37,24
6603548,F,5,50,28
2969895,F,4.8,47,22
5222844,F,5.4,50,26
317512,F,4.8,38,22
5390385,F,4.9,41,23
4042894,M,5.5,41,27
6953347,M,5,43,24
9313021,M,4.9,40,28
892394,M,5,35,13
1534343,M,5.4,48,12
550183,F,5.2,37,13
593642,F,5,48,12
4505228,F,5,46,13
1864970,F,4.9,35,14
6459365,F,5.3,43,13
8700051,F,5.5,39,14
2056821,M,5.4,43,21
5960296,M,5,38,18
7086744,M,5.1,40,20
4792417,M,4.8,45,19
2522543,M,5.5,35,18
9688889,M,5.2,35,18
4382424,M,5,39,18
2344864,M,5.1,42,27
1747037,M,5.5,49,26
2394014,M,5,50,26
833389,F,5.5,37,27
4603315,F,5.2,48,25
2902861,F,4.9,47,24
6946485,F,5.2,40,28
6562443,F,4.8,46,22
7800056,F,5.4,45,26
8053351,F,5.4,41,22
9212056,F,5.3,46,23
8423888,M,5.1,35,27
4337349,M,5.1,38,24
9835820,M,5.1,45,28
504765,M,5.3,46,13
7769189,M,4.8,36,12
9043648,F,5.1,40,13
55648,F,5.3,43,12
9327988,F,4.9,50,13
8512631,F,5.4,44,14
2774767,F,4.9,42,13
1743023,F,4.9,37,14
2808571,M,5.2,49,21
1174890,M,5.1,39,18
9348529,M,5.4,50,20
5010292,M,4.9,35,19
3136588,M,5.2,37,18
1407514,M,5.2,43,18
1371935,M,5,50,18
9286004,M,5,40,27
5846755,M,5.5,41,26
3973992,M,5,47,26
3562856,F,5,42,27
474610,F,4.9,50,25
8111993,F,5.2,35,24
5534269,F,5.3,38,28
5758637,F,4.9,37,22
2874771,F,5.3,42,26
1519543,F,4.9,38,22
2781308,F,5.2,48,23
6313098,M,5.4,49,27
7676636,M,5,39,24
5966720,M,4.8,49,28
7607697,M,5.2,49,13
3438463,M,5.2,48,12
4873902,F,4.8,40,13
9779747,F,4.9,45,12
3429934,F,5.3,41,13
2429649,F,5.3,47,14
1138193,F,5.1,35,13
7833392,F,5.2,50,14
3806858,M,5.4,39,21
8892030,M,5.1,46,18
9401395,M,5.5,49,20
269340,M,4.9,42,19
269615,M,4.8,35,18
5358904,M,4.9,39,18
315369,M,5.3,36,18
1142007,M,4.8,44,27
705801,M,5.2,48,26
2607042,M,4.9,49,26
2332779,F,5,35,27
8678716,F,5.1,35,25
1628812,F,5.4,44,24
952106,F,5.3,49,28
1572720,F,4.8,50,22
6494281,F,5.1,47,26
6610818,F,4.8,47,22
2312507,F,5.2,35,23
2082761,M,5,38,27
8541214,M,5.1,42,24
5898105,M,5,37,28
8409566,M,4.8,40,13
1970739,M,5.2,35,12
5614105,F,4.9,50,13
6836659,F,5.1,44,12
1289029,F,5.3,47,13
6912348,F,5.2,40,14
8291874,F,5.1,38,13
7250185,F,5,46,14
3931837,M,5.2,38,21
5927819,M,5.2,50,18
4420331,M,4.8,49,20
3720388,M,4.9,49,19
5454351,M,5,39,18
6585667,M,5.4,49,18
6271307,M,5.5,46,18
8670246,M,5.4,48,27
1445053,M,4.8,47,26
1831774,M,5,40,26
9564122,F,5.3,44,27
4476913,F,5.5,49,25
9160869,F,5.2,48,24
2751607,F,4.9,36,28
9986004,F,5.3,39,22
7353192,F,5.5,44,26
4427803,F,5.1,37,22
1058925,F,4.9,47,23
4115088,M,5.2,40,27
5268100,M,4.9,41,24
5334747,M,5,43,28
8860779,M,4.9,49,13
1995305,M,5,37,12
979096,F,4.8,42,13
6554421,F,4.9,42,12
5290173,F,5.5,50,13
5752258,F,5,36,14
7340239,F,4.8,37,13
6909985,F,5.5,49,14
763817,M,5.5,50,21
7990677,M,5.3,45,18
9491286,M,4.9,38,20
8836907,M,5.1,41,19
1639165,M,4.9,46,18
4533867,M,5.4,42,18
6997545,M,4.8,48,18
5195744,M,5.5,50,27
7766357,M,5.3,50,26
6606428,M,5.1,43,26
8226913,F,5,46,27
8524456,F,5.1,37,25
4289432,F,5.5,40,24
7048639,F,4.9,48,28
9431761,F,4.8,35,22
4296078,F,5,46,26
681471,F,5,37,22
8330954,F,5.4,37,23
8735214,M,5.2,38,27
7014055,M,4.9,50,24
8446532,M,5,43,28
1129482,M,5,49,13
8539313,M,5.5,47,12
6682550,F,5,43,13
1046133,F,4.8,42,12
1922466,F,5.4,47,13
336720,F,5.2,35,14
5091164,F,4.8,36,13
1161606,F,5,36,14
9004236,M,4.8,46,21
995967,M,5.1,45,18
4469094,M,5,42,20
2003768,M,5.5,46,19
6162748,M,4.8,37,18
921168,M,4.9,46,18
3826897,M,5.3,39,18
9263184,M,5.3,42,27
4301670,M,4.8,43,26
5971070,M,5.5,48,26
4584602,F,5.1,50,27
774557,F,4.8,50,25
3440514,F,5.1,47,24
9448946,F,4.8,35,28
9930486,F,5.3,39,22
7071200,F,5.1,43,26
436251,F,5.4,49,22
2949437,F,4.8,35,23
9880487,M,5.4,46,27
7821911,M,5.3,47,24
7227188,M,5,45,28
491093,M,5.5,36,13
9170800,M,5,37,12
4534770,F,5.4,36,13
3759884,F,4.9,47,12
4230994,F,4.8,43,13
432292,F,4.9,36,14
8806605,F,5.2,40,13
3796165,F,5.4,46,14
966877,M,4.9,48,21
5294653,M,5.2,49,18
4629155,M,5.5,41,20
8148202,M,5.5,48,19
3297053,M,4.8,40,18
5176561,M,5.5,45,18
2227222,M,5.5,37,18
1684555,M,4.8,44,27
8188596,M,5.4,35,26
7438357,M,5.1,47,26
6984687,F,5,49,27
6559674,F,4.8,41,25
848863,F,5.1,36,24
5426047,F,5.3,48,28
2636146,F,5.2,36,22
7408810,F,5.4,45,26
3961505,F,5.3,36,22
6130551,F,5.5,45,23
1530178,M,4.9,47,27
739764,M,4.9,44,24
4806331,M,5.2,37,28
1587618,M,5.1,48,13
7043349,M,5.2,42,12
7056271,F,5.2,37,13
4767817,F,4.8,35,12
6548612,F,5.1,44,13
9186220,F,5.4,47,14
2843231,F,5.2,47,13
8324716,F,5.5,40,14
8331199,M,5.5,44,21
2795409,M,5.3,36,18
608494,M,5.4,38,20
7411270,M,4.8,44,19
2288159,M,5.5,47,18
8338750,M,4.8,40,18
3611788,M,5.2,48,18
619601,M,5.1,47,27
2360125,M,4.8,45,26
222904,M,5.5,49,26
20759,F,4.9,42,27
335412,F,5.1,47,25
236743,F,5.4,46,24
6696542,F,5.1,50,28
4716789,F,5.3,36,22
8565866,F,5,38,26
7084240,F,4.8,41,22
3121557,F,5.4,39,23
3229422,M,5.5,47,27
4673388,M,5.4,49,24
579552,M,5.3,47,28
7259495,M,5.3,48,13
8212146,M,4.9,39,12
4413858,F,4.9,39,13
9296638,F,5.4,42,12
4391986,F,5.2,39,13
9005291,F,5.4,49,14
6578621,F,5.3,41,13
5059832,F,5.5,41,14
4027867,M,5.1,35,21
6437979,M,4.9,47,18
6738569,M,5.3,43,20
9263091,M,5.5,43,19
5158825,M,5.2,38,18
8200673,M,5,36,18
7874755,M,5.2,46,18
2514195,M,5.3,40,27
7844130,M,5.2,47,26
255010,M,4.9,36,26
7062565,F,5.5,47,27
66405,F,5.5,39,25
9783196,F,5.2,39,24
8330587,F,5.5,39,28
575131,F,5,40,22
4437277,F,5,44,26
771168,F,5.2,45,22
7693285,F,5.1,35,23
9806415,M,5.1,36,27
2940757,M,5.4,49,24
6421595,M,5.2,50,28
5509414,M,5.3,40,13
7449697,M,4.8,44,12
204038,F,5.2,46,13
6305163,F,5.4,35,12
4176533,F,5.3,48,13
3427054,F,4.9,50,14
9866308,F,5,40,13
4609725,F,5.3,37,14
8442608,M,5.5,39,21
3332359,M,5.2,50,18
4681838,M,4.8,38,20
6433418,M,4.9,50,19
5731237,M,4.8,40,18
9006432,M,5.4,35,18
6139752,M,5.4,48,18
7239193,M,5.4,40,27
5413498,M,5.1,49,26
7806628,M,4.8,49,26
2282903,F,5.2,42,27
5563078,F,5.3,37,25
3209786,F,5.5,47,24
6129343,F,5.1,37,28
6441192,F,5.1,37,22
2154234,F,4.8,36,26
9013123,F,5.5,42,22
1198769,F,5.2,49,23
7450912,M,5.4,36,27
7109792,M,5.4,40,24
3148736,M,5.5,41,28
8150656,M,5.4,39,13
6126780,M,4.8,36,12
1963868,F,5.5,41,13
5494956,F,5,40,12
6939518,F,5.2,39,13
6216271,F,5.2,35,14
1616269,F,4.8,45,13
2918611,F,5.2,48,14
2065551,M,5.3,38,21
8412092,M,4.8,48,18
2849545,M,5.3,41,20
2775649,M,5.1,48,19
78051,M,5,38,18
5206008,M,5.4,43,18
218532,M,4.9,48,18
4730707,M,4.8,42,27
6007434,M,5.5,49,26
8319451,M,5.3,46,26
4382500,F,5.1,37,27
1892147,F,5.5,45,25
5614606,F,5,37,24
8279857,F,5.4,40,28
9260439,F,5.2,43,22
7970171,F,5,37,26
7887578,F,5.1,47,22
4781093,F,5,45,23
8294826,M,4.8,36,27
8196488,M,4.8,50,24
3523171,M,5,44,28
6673467,M,5.3,45,13
5579844,M,5.2,50,12
789146,F,5.5,47,13
5352269,F,5.5,46,12
1793616,F,5.1,39,13
199805,F,5.1,49,14
9568522,F,5.5,46,13
8301397,F,5.4,49,14
1076503,M,5.3,39,21
3609361,M,5,47,18
3511051,M,5.3,42,20
1182414,M,4.9,37,19
1277827,M,4.8,40,18
2091302,M,5.1,43,18
6393731,M,5.5,38,18
7512395,M,5.2,47,27
3296593,M,5.2,39,26
7485025,M,5.1,35,26
389200,F,4.8,36,27
5846223,F,5,49,25
2166577,F,5.1,37,24
3216188,F,4.8,48,28
8590844,F,4.8,42,22
1341073,F,5.4,38,26
2117388,F,5.4,46,22
6368744,F,5.5,43,23
2620031,M,5.1,41,27
7764262,M,5.4,43,24
634145,M,4.8,37,28
9937735,M,4.9,46,13
830128,M,5.2,45,12
2620977,F,5.4,41,13
2980648,F,5.1,41,12
7590118,F,5.1,44,13
4504340,F,5.1,44,14
8809477,F,4.9,45,13
480898,F,4.9,46,14
5236066,M,4.9,35,21
3085484,M,5.3,36,18
5815954,M,4.9,37,20
8189702,M,5,47,19
1949118,M,4.9,46,18
9739592,M,5.1,46,18
9356507,M,5,44,18
8918103,M,5.2,42,27
8335645,M,5.2,45,26
8283976,M,4.8,43,26
4074812,F,5.4,48,27
5331366,F,5,44,25
3639781,F,5.2,46,24
9796628,F,5.1,42,28
6899010,F,4.8,39,22
7180537,F,5.5,49,26
8834465,F,5.2,50,22
5742683,F,4.8,37,23
970713,M,5.1,35,27
6802724,M,5.1,43,24
9874221,M,4.8,47,28
6499310,M,5.1,45,13
7815972,M,5.4,43,12
1964464,F,5.1,35,13
1365228,F,5,37,12
3245287,F,5.5,50,13
8456926,F,5.2,37,14
287275,F,5,46,13
4814480,F,4.8,44,14
3052871,M,4.8,48,21
1090761,M,4.9,44,18
2917111,M,5,37,20
2422862,M,5.2,49,19
8936659,M,5.5,37,18
7363696,M,5.2,44,18
5579352,M,5,37,18
9650407,M,4.9,35,27
1234534,M,5.5,48,26
2453693,M,5.3,48,26
5833374,F,5.3,50,27
9790371,F,4.9,43,25
235260,F,4.9,45,24
2878843,F,4.9,40,28
9376726,F,5.5,43,22
1036707,F,5.3,39,26
1721913,F,5.4,46,22
2100520,F,5.3,38,23
6841226,M,5,48,27
8997153,M,5.2,47,24
6979296,M,5.4,41,28
9903749,M,5.3,39,13
7900784,M,5.5,44,12
2948662,F,5.4,46,13
1047352,F,5.3,40,12
8325545,F,5.2,45,13
6576344,F,5.4,48,14
549347,F,5.2,45,13
7077305,F,5.3,40,14
5136033,M,5.4,41,21
4239812,M,5,36,18
6226302,M,4.8,43,20
890353,M,4.8,50,19
4087667,M,5.3,50,18
5740442,M,5.4,44,18
8024817,M,4.8,43,18
8166890,M,5.5,36,27
8544228,M,5.5,38,26
4858685,M,4.9,46,26
3511350,F,5.5,43,27
7995643,F,5.5,41,25
1941990,F,5.5,39,24
3219993,F,4.9,41,28
729100,F,4.9,37,22
229134,F,5.5,45,26
8722606,F,5.2,37,22
5888343,F,5.3,41,23
8933826,M,5.5,43,27
3337761,M,5.1,49,24
3226830,M,5.2,42,28
2588209,M,5,36,13
1765197,M,5.5,38,12
2613923,F,4.8,46,13
5407075,F,5.4,45,12
8749179,F,5.4,48,13
1516112,F,5.2,44,14
9745568,F,5.2,39,13
5761862,F,4.9,35,14
1862732,M,4.8,48,21
2999981,M,5.4,43,18
5107737,M,5.5,49,20
8359713,M,4.8,36,19
6454806,M,5.1,45,18
4148933,M,5.3,39,18
9009867,M,5.1,42,18
1865091,M,5.4,43,27
1382261,M,4.9,45,26
4473412,M,5.2,44,26
6126479,F,5.2,45,27
6174568,F,4.8,39,25
9668466,F,5.1,48,24
8287656,F,4.8,40,28
3151418,F,4.8,39,22
8459595,F,4.9,42,26
9829708,F,4.8,45,22
7534258,F,5.5,47,23
2172356,M,5.5,35,27
6049076,M,5.4,43,24
6689493,M,5.5,41,28
8190893,M,4.8,43,13
2751440,M,4.8,39,12
6807326,F,5,46,13
5044973,F,5.1,45,12
1900093,F,5.4,50,13
7505258,F,5.4,41,14
2532142,F,4.9,40,13
7481554,F,4.9,39,14
5827306,M,5.3,44,21
5067380,M,5.2,37,18
6298834,M,5.3,42,20
542303,M,5.2,38,19
7582311,M,4.8,36,18
4079976,M,5.1,43,18
117056,M,5.5,44,18
4262475,M,5.3,43,27
190381,M,5.4,47,26
1865125,M,4.8,46,26
8147155,F,5.5,38,27
8924496,F,5.5,46,25
7456465,F,5.5,39,24
559280,F,5.3,47,28
261131,F,5.5,44,22
4505816,F,5,45,26
4020612,F,5.4,47,22
7107634,F,4.9,49,23
3564871,M,5.2,38,27
5082208,M,5.2,39,24
5924435,M,5.1,41,28
6757572,M,5,46,13
2335048,M,4.8,47,12
2343047,F,5.2,46,13
6436748,F,4.9,43,12
1209644,F,5.2,39,13
9962911,F,4.9,36,14
5083459,F,5,42,13
3108752,F,5.5,39,14
3345991,M,5,44,21
8559401,M,5.1,45,18
5136823,M,5.2,49,20
5774311,M,5.2,36,19
3485140,M,5.5,43,18
8794686,M,5.4,44,18
1320707,M,5.4,48,18
4130038,M,5.3,43,27
3861804,M,4.9,41,26
3151572,M,5.4,48,26
480622,F,5.1,41,27
2306137,F,5.2,37,25
3052820,F,5.5,39,24
4976693,F,5.1,43,28
1960628,F,5.3,36,22
2903899,F,5.5,35,26
1584635,F,5.5,47,22
3559575,F,5.2,41,23
7907905,M,4.9,36,27
1411947,M,5.3,50,24
2714914,M,4.9,45,28
7006541,M,5.4,50,13
6568911,M,5.1,44,12
2817953,F,5.2,41,13
3401936,F,5.3,43,12
3997181,F,5.4,40,13
4264128,F,5.5,38,14
1761649,F,5.3,39,13
548538,F,5.3,42,14
1929220,M,4.8,44,21
6517345,M,4.8,39,18
9445179,M,5.1,45,20
9278597,M,5.2,39,19
8471698,M,5.1,40,18
6006613,M,5.4,43,18
8877792,M,5.2,35,18
4181423,M,5.3,44,27
7239894,M,5.3,35,26
3120267,M,5.3,39,26
4929875,F,5.4,41,27
4973119,F,5.5,39,25
8952050,F,5.3,48,24
9779909,F,5.2,43,28
9914017,F,5.2,37,22
6148499,F,4.8,50,26
4140322,F,5.2,49,22
1303015,F,4.9,46,23
6031464,M,4.8,49,27
4727592,M,4.8,45,24
7990760,M,5,50,28
9674731,M,5.1,47,13
1628888,M,5.2,36,12
391660,F,4.8,35,13
8952879,F,5.2,50,12
3775309,F,4.8,43,13
7930663,F,5.2,41,14
5497801,F,5.5,50,13
9089063,F,5.4,44,14
629867,M,4.8,40,21
2883450,M,5.1,46,18
5674040,M,5.5,39,20
6474530,M,5.3,49,19
3307837,M,4.9,47,18
935341,M,5,37,18
2708182,M,5,44,18
2337367,M,5.4,46,27
6675016,M,5.5,35,26
5928059,M,5.1,43,26
9260575,F,5.1,40,27
1592699,F,4.9,35,25
398825,F,5.2,50,24
2647307,F,5.4,47,28
1375745,F,5.3,38,22
5320436,F,5,37,26
263106,F,5.1,45,22
1393251,F,5.1,35,23
6611747,M,5.2,35,27
9064388,M,4.8,40,24
3452741,M,5,45,28
4969674,M,4.8,39,13
1214497,M,4.8,47,12
9813256,F,5.5,43,13
6957695,F,4.9,36,12
4719506,F,5,35,13
5055754,F,5.5,49,14
5573661,F,5.3,48,13
712062,F,5.3,41,14
162948,M,5.4,41,21
5671931,M,5.1,49,18
8267952,M,5.4,42,20
4532205,M,4.8,46,19
4519741,M,4.9,47,18
2226927,M,5.4,39,18
9620996,M,5,47,18
1992010,M,4.8,36,27
9338196,M,5,35,26
3988655,M,4.8,37,26
7135113,F,4.9,48,27
1006314,F,5.3,40,25
7100187,F,4.8,44,24
1991852,F,5.5,38,28
387826,F,5.2,41,22
1932843,F,5.4,49,26
3555188,F,5.1,43,22
8181353,F,5,47,23
8415559,M,5.5,48,27
5042064,M,5.1,40,24
5202824,M,5,37,28
8896917,M,4.8,36,13
3562958,M,5.4,41,12
6119012,F,4.8,43,13
8433766,F,4.9,40,12
345800,F,5.5,43,13
9261353,F,5.1,44,14
911040,F,5.3,38,13
8166782,F,4.8,45,14
7589087,M,5.4,36,21
1634437,M,5.4,46,18
8588724,M,5.5,35,20
3114414,M,5.1,41,19
1408291,M,5.2,50,18
6103846,M,5.4,44,18
7089891,M,5.5,46,18
9579973,M,4.8,48,27
8385370,M,5.2,37,26
4240290,M,5.4,35,26
8050080,F,5.4,36,27
7412815,F,4.9,37,25
8842158,F,5.4,43,24
7999937,F,5.1,41,28
8155680,F,5.1,46,22
9303055,F,5.5,40,26
6741770,F,5.4,47,22
2113904,F,5.1,50,23
5266615,M,5.4,47,27
7082779,M,5.4,36,24
1312433,M,5.4,45,28
5459500,M,5.4,40,13
5658055,M,5.5,43,12
430806,F,5.5,43,13
6876611,F,5.4,40,12
6086122,F,5.4,37,13
3871130,F,5.1,38,14
385416,F,5,35,13
3440095,F,5.3,47,14
421310,M,5.5,44,21
926287,M,5.1,50,18
3618362,M,5.1,48,20
390481,M,5.1,35,19
8044645,M,5.2,49,18
1912860,M,4.8,42,18
5542019,M,5.2,38,18
7902383,M,5.2,41,27
4699539,M,5.5,48,26
157316,M,5.5,37,26
2101055,F,5.4,40,27
6461410,F,4.9,38,25
4376126,F,5.3,42,24
9926111,F,5.3,44,28
9321163,F,5.5,50,22
2339260,F,5.4,43,26
1641356,F,4.9,45,22
9420447,F,5.3,41,23
3643928,M,4.9,39,27
5899006,M,5.4,40,24
4172844,M,5.5,36,28
1896570,M,5.5,41,13
7903802,M,5.5,45,12
4086357,F,5.2,38,13
9393428,F,5,46,12
648629,F,5.4,39,13
9426736,F,5.3,43,14
1351285,F,4.9,43,13
9925313,F,4.9,38,14
7583170,M,5.3,36,21
279527,M,5.5,36,18
8339327,M,4.8,43,20
4620481,M,5.5,37,19
5108301,M,5.5,49,18
1680964,M,5,44,18
5188131,M,5.4,49,18
8962739,M,5.3,49,27
1554243,M,5.3,44,26
5485765,M,5.5,48,26
8884897,F,5.2,45,27
9609531,F,4.8,44,25
9809017,F,5.4,43,24
4591436,F,5.5,36,28
4688183,F,5.5,43,22
7152368,F,5,46,26
2755158,F,5.2,46,22
7561705,F,5.1,48,23
8075579,M,5.5,41,27
1188523,M,4.8,37,24
5373077,M,5.5,47,28
8174743,M,5.5,46,13
1252114,M,5,35,12
2808501,F,5.5,46,13
855200,F,4.8,43,12
5890541,F,5,44,13
3007020,F,5.2,38,14
628267,F,5.3,44,13
9267022,F,5.1,53,14
9250754,M,5.4,79,21
941289,M,5.5,73,18
9501165,M,4.7,74,20
8341535,M,4.9,70,19
2533318,M,5.2,63,18
