STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
PUNJAB,2007,Student,2,12,1,0,0,15,6,9,0,0,0,15,30
PUNJAB,2007,Unemployed,0,22,7,7,6,42,0,7,2,0,0,9,51
PUNJAB,2007,Self-employed (Business activity),0,9,17,12,4,42,0,0,0,0,0,0,42
PUNJAB,2007,Professional Activity,0,9,9,4,1,23,0,1,0,0,0,1,24
PUNJAB,2007,Farming/Agriculture Activity,0,21,32,19,14,86,0,0,1,1,0,2,88
PUNJAB,2007,Others (Please Specify),0,68,53,32,17,170,2,12,0,0,0,14,184
PUNJAB,2007,Retired Person,0,0,0,4,2,6,0,0,0,0,0,0,6
PUNJAB,2007,Others (Please Specify),3,64,60,17,14,158,5,17,12,2,0,36,194
PUNJAB,2007,Total,5,236,216,117,58,632,13,112,69,17,4,215,847
PUNJAB,2007,Total Salaried,0,31,37,22,0,90,0,4,1,1,0,6,96
PUNJAB,2007,Total Self-employed,0,107,111,67,36,321,2,13,1,1,0,17,338
RAJASTHAN,2007,House Wife,0,0,0,0,0,0,9,398,410,177,29,1023,1023
RAJASTHAN,2007,Service (Government),0,5,22,12,0,39,0,10,17,1,1,29,68
RAJASTHAN,2007,Service (Private),6,102,150,82,1,341,0,9,1,0,0,10,351
RAJASTHAN,2007,Public Sector Undertaking,0,11,7,6,0,24,0,5,0,0,0,5,29
RAJASTHAN,2007,Student,28,86,1,0,0,115,13,47,10,0,0,70,185
RAJASTHAN,2007,Unemployed,1,48,86,20,2,157,0,1,2,2,0,5,162
RAJASTHAN,2007,Self-employed (Business activity),0,72,120,84,3,279,0,0,0,0,0,0,279
RAJASTHAN,2007,Professional Activity,0,18,16,2,0,36,0,0,3,0,0,3,39
RAJASTHAN,2007,Farming/Agriculture Activity,2,153,229,176,29,589,0,9,9,10,1,29,618
RAJASTHAN,2007,Others (Please Specify),5,254,334,128,36,757,0,25,9,7,0,41,798
RAJASTHAN,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2007,Others (Please Specify),36,314,216,195,56,817,14,40,5,5,4,68,885
RAJASTHAN,2007,Total,78,1063,1181,705,127,3154,36,544,466,202,35,1283,4437
RAJASTHAN,2007,Total Salaried,6,118,179,100,1,404,0,24,18,1,1,44,448
RAJASTHAN,2007,Total Self-employed,7,497,699,390,68,1661,0,34,21,17,1,73,1734
SIKKIM,2007,House Wife,0,0,0,0,0,0,0,6,0,0,0,6,6
SIKKIM,2007,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2007,Service (Private),0,3,3,3,0,9,0,3,0,0,0,3,12
SIKKIM,2007,Public Sector Undertaking,0,0,0,0,0,0,0,1,0,0,0,1,1
SIKKIM,2007,Student,2,3,0,0,0,5,0,0,0,0,0,0,5
SIKKIM,2007,Unemployed,0,9,0,0,0,9,0,2,0,0,0,2,11
SIKKIM,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2007,Farming/Agriculture Activity,0,0,8,7,0,15,0,2,4,0,0,6,21
SIKKIM,2007,Others (Please Specify),3,18,5,2,2,30,1,3,0,3,0,7,37
SIKKIM,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2007,Others (Please Specify),0,8,8,0,0,16,6,2,4,1,0,13,29
SIKKIM,2007,Total,5,41,24,12,2,84,7,19,8,4,0,38,122
SIKKIM,2007,Total Salaried,0,3,3,3,0,9,0,4,0,0,0,4,13
SIKKIM,2007,Total Self-employed,3,18,13,9,2,45,1,5,4,3,0,13,58
TAMIL NADU,2007,House Wife,0,0,0,0,0,0,0,873,996,474,133,2476,2476
TAMIL NADU,2007,Service (Government),0,23,103,52,1,179,0,10,9,8,5,32,211
TAMIL NADU,2007,Service (Private),0,323,519,337,84,1263,0,486,106,61,7,660,1923
TAMIL NADU,2007,Public Sector Undertaking,0,57,124,69,33,283,0,19,11,59,1,90,373
TAMIL NADU,2007,Student,30,76,6,1,2,115,38,89,7,0,0,134,249
TAMIL NADU,2007,Unemployed,0,421,134,197,111,863,0,253,128,90,35,506,1369
TAMIL NADU,2007,Self-employed (Business activity),0,156,901,201,35,1293,0,9,80,3,0,92,1385
TAMIL NADU,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2007,Farming/Agriculture Activity,0,90,170,95,41,396,0,25,42,19,2,88,484
TAMIL NADU,2007,Others (Please Specify),0,876,810,951,325,2962,0,235,189,113,74,611,3573
TAMIL NADU,2007,Retired Person,0,0,0,12,89,101,0,0,0,0,16,16,117
TAMIL NADU,2007,Others (Please Specify),0,289,470,322,151,1232,45,103,134,91,46,419,1651
TAMIL NADU,2007,Total,30,2311,3237,2237,872,8687,83,2102,1702,918,319,5124,13811
TAMIL NADU,2007,Total Salaried,0,403,746,458,118,1725,0,515,126,128,13,782,2507
TAMIL NADU,2007,Total Self-employed,0,1122,1881,1247,401,4651,0,269,311,135,76,791,5442
TRIPURA,2007,House Wife,0,0,0,0,0,0,0,49,31,9,4,93,93
TRIPURA,2007,Service (Government),0,3,23,2,0,28,0,3,2,0,0,5,33
TRIPURA,2007,Service (Private),0,2,6,0,0,8,0,0,0,0,0,0,8
TRIPURA,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Student,14,22,0,0,0,36,16,18,0,0,0,34,70
TRIPURA,2007,Unemployed,0,12,20,9,0,41,0,2,1,0,0,3,44
TRIPURA,2007,Self-employed (Business activity),0,14,28,18,3,63,0,0,0,0,0,0,63
TRIPURA,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Others (Please Specify),8,58,43,51,7,167,0,30,44,26,1,101,268
TRIPURA,2007,Retired Person,0,1,0,1,0,2,0,0,0,0,0,0,2
TRIPURA,2007,Others (Please Specify),4,36,21,13,0,74,6,14,22,6,2,50,124
TRIPURA,2007,Total,26,148,141,94,10,419,22,116,100,41,7,286,705
TRIPURA,2007,Total Salaried,0,5,29,2,0,36,0,3,2,0,0,5,41
TRIPURA,2007,Total Self-employed,8,72,71,69,10,230,0,30,44,26,1,101,331
UTTAR PRADESH,2007,House Wife,0,0,0,0,0,0,10,560,312,67,25,974,974
UTTAR PRADESH,2007,Service (Government),0,15,15,9,0,39,0,6,4,1,3,14,53
UTTAR PRADESH,2007,Service (Private),3,72,83,28,5,191,0,26,12,4,1,43,234
UTTAR PRADESH,2007,Public Sector Undertaking,0,10,11,9,3,33,1,8,4,0,0,13,46
UTTAR PRADESH,2007,Student,18,123,7,0,0,148,20,96,8,0,2,126,274
UTTAR PRADESH,2007,Unemployed,5,129,122,49,12,317,1,34,8,2,5,50,367
UTTAR PRADESH,2007,Self-employed (Business activity),0,38,47,46,5,136,0,12,5,0,2,19,155
UTTAR PRADESH,2007,Professional Activity,1,17,31,26,14,89,2,9,0,2,0,13,102
UTTAR PRADESH,2007,Farming/Agriculture Activity,3,84,125,123,54,389,5,29,27,20,16,97,486
UTTAR PRADESH,2007,Others (Please Specify),10,161,132,135,75,513,15,163,109,23,26,336,849
UTTAR PRADESH,2007,Retired Person,0,0,0,2,3,5,0,0,0,0,1,1,6
UTTAR PRADESH,2007,Others (Please Specify),10,46,55,38,45,194,15,47,68,37,20,187,381
UTTAR PRADESH,2007,Total,50,695,628,465,216,2054,69,990,557,156,101,1873,3927
UTTAR PRADESH,2007,Total Salaried,3,97,109,46,8,263,1,40,20,5,4,70,333
UTTAR PRADESH,2007,Total Self-employed,14,300,335,330,148,1127,22,213,141,45,44,465,1592
UTTARAKHAND,2007,House Wife,0,0,0,0,0,0,0,40,19,6,2,67,67
UTTARAKHAND,2007,Service (Government),0,1,4,0,0,5,0,2,0,0,0,2,7
UTTARAKHAND,2007,Service (Private),0,8,14,4,0,26,0,3,2,0,0,5,31
UTTARAKHAND,2007,Public Sector Undertaking,0,2,10,1,0,13,0,3,3,0,0,6,19
UTTARAKHAND,2007,Student,1,5,2,0,0,8,3,4,0,0,0,7,15
UTTARAKHAND,2007,Unemployed,1,8,8,3,0,20,1,2,3,0,0,6,26
UTTARAKHAND,2007,Self-employed (Business activity),0,6,4,0,0,10,0,0,2,0,0,2,12
UTTARAKHAND,2007,Professional Activity,0,0,3,1,0,4,0,1,0,0,0,1,5
UTTARAKHAND,2007,Farming/Agriculture Activity,0,7,9,2,0,18,0,6,2,2,0,10,28
UTTARAKHAND,2007,Others (Please Specify),0,5,1,2,0,8,2,2,1,0,0,5,13
UTTARAKHAND,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,2007,Others (Please Specify),0,11,5,1,1,18,2,0,3,0,2,7,25
UTTARAKHAND,2007,Total,2,53,60,14,1,130,8,63,35,8,4,118,248
UTTARAKHAND,2007,Total Salaried,0,11,28,5,0,44,0,8,5,0,0,13,57
UTTARAKHAND,2007,Total Self-employed,0,18,17,5,0,40,2,9,5,2,0,18,58
WEST BENGAL,2007,House Wife,0,0,0,0,0,0,0,1541,1296,451,74,3362,3362
WEST BENGAL,2007,Service (Government),0,23,48,43,2,116,0,3,8,13,0,24,140
WEST BENGAL,2007,Service (Private),0,136,225,207,11,579,0,23,63,17,0,103,682
WEST BENGAL,2007,Public Sector Undertaking,0,130,327,192,6,655,0,42,24,18,0,84,739
WEST BENGAL,2007,Student,112,532,5,0,0,649,110,369,10,0,0,489,1138
WEST BENGAL,2007,Unemployed,3,321,348,129,4,805,10,137,183,32,0,362,1167
WEST BENGAL,2007,Self-employed (Business activity),0,312,506,316,24,1158,0,8,25,6,0,39,1197
WEST BENGAL,2007,Professional Activity,0,22,118,122,1,263,0,2,1,0,0,3,266
WEST BENGAL,2007,Farming/Agriculture Activity,5,188,432,185,68,878,0,68,98,40,18,224,1102
WEST BENGAL,2007,Others (Please Specify),61,562,824,449,183,2079,38,249,289,258,50,884,2963
WEST BENGAL,2007,Retired Person,0,0,0,0,95,95,0,0,0,0,16,16,111
WEST BENGAL,2007,Others (Please Specify),36,420,373,297,102,1228,44,288,181,178,74,765,1993
WEST BENGAL,2007,Total,217,2646,3206,1940,496,8505,202,2730,2178,1013,232,6355,14860
WEST BENGAL,2007,Total Salaried,0,289,600,442,19,1350,0,68,95,48,0,211,1561
WEST BENGAL,2007,Total Self-employed,66,1084,1880,1072,276,4378,38,327,413,304,68,1150,5528
TOTAL (STATES),2007,House Wife,0,0,0,0,0,0,49,10681,8050,3613,1342,23735,23735
TOTAL (STATES),2007,Service (Government),0,358,631,509,10,1508,1,115,105,53,15,289,1797
TOTAL (STATES),2007,Service (Private),30,2264,3313,2002,329,7938,6,950,503,258,67,1784,9722
TOTAL (STATES),2007,Public Sector Undertaking,0,542,990,584,83,2199,6,194,111,122,1,434,2633
TOTAL (STATES),2007,Student,591,2555,154,8,2,3310,621,2010,87,6,7,2731,6041
TOTAL (STATES),2007,Unemployed,28,2639,2319,1149,255,6390,32,860,574,190,53,1709,8099
TOTAL (STATES),2007,Self-employed (Business activity),1,1581,3209,1751,272,6814,1,156,204,57,6,424,7238
TOTAL (STATES),2007,Professional Activity,4,777,1228,782,191,2982,9,113,83,31,12,248,3230
TOTAL (STATES),2007,Farming/Agriculture Activity,46,3220,5366,3996,1644,14272,49,788,701,413,156,2107,16379
TOTAL (STATES),2007,Others (Please Specify),150,5313,6584,4939,2112,19098,191,1886,1533,934,404,4948,24046
TOTAL (STATES),2007,Retired Person,0,37,69,148,650,904,2,8,7,23,89,129,1033
TOTAL (STATES),2007,Others (Please Specify),317,3576,4117,2998,1376,12384,301,1420,1115,717,417,3970,16354
TOTAL (STATES),2007,Total,1167,22862,27980,18866,6924,77799,1268,19181,13073,6417,2569,42508,120307
TOTAL (STATES),2007,Total Salaried,30,3164,4934,3095,422,11645,13,1259,719,433,83,2507,14152
TOTAL (STATES),2007,Total Self-employed,201,10891,16387,11468,4219,43166,250,2943,2521,1435,578,7727,50893
A & N ISLANDS,2007,House Wife,0,0,0,0,0,0,0,10,10,8,2,30,30
A & N ISLANDS,2007,Service (Government),0,1,4,4,0,9,0,1,0,0,0,1,10
A & N ISLANDS,2007,Service (Private),0,17,12,8,2,39,0,1,0,0,0,1,40
A & N ISLANDS,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2007,Student,0,4,0,0,0,4,4,9,0,0,0,13,17
A & N ISLANDS,2007,Unemployed,0,9,1,1,1,12,0,0,0,0,0,0,12
A & N ISLANDS,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2007,Farming/Agriculture Activity,0,4,3,5,4,16,0,0,0,0,0,0,16
A & N ISLANDS,2007,Others (Please Specify),0,0,2,4,1,7,0,0,0,0,0,0,7
A & N ISLANDS,2007,Retired Person,0,0,0,1,2,3,0,0,0,0,0,0,3
A & N ISLANDS,2007,Others (Please Specify),0,1,4,4,1,10,2,9,0,0,0,11,21
A & N ISLANDS,2007,Total,0,36,26,27,11,100,6,30,10,8,2,56,156
A & N ISLANDS,2007,Total Salaried,0,18,16,12,2,48,0,2,0,0,0,2,50
A & N ISLANDS,2007,Total Self-employed,0,4,5,9,5,23,0,0,0,0,0,0,23
CHANDIGARH,2007,House Wife,0,0,0,0,0,0,0,10,8,1,2,21,21
CHANDIGARH,2007,Service (Government),0,0,3,1,0,4,0,1,0,0,0,1,5
CHANDIGARH,2007,Service (Private),0,3,10,4,0,17,0,0,0,0,0,0,17
CHANDIGARH,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2007,Student,2,13,0,0,0,15,0,0,0,0,0,0,15
CHANDIGARH,2007,Unemployed,0,6,2,2,0,10,0,0,0,0,0,0,10
CHANDIGARH,2007,Self-employed (Business activity),0,0,2,1,0,3,0,0,0,0,0,0,3
CHANDIGARH,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2007,Others (Please Specify),0,2,3,0,0,5,0,0,0,0,0,0,5
CHANDIGARH,2007,Retired Person,0,0,0,0,2,2,0,0,0,0,0,0,2
CHANDIGARH,2007,Others (Please Specify),0,2,1,0,1,4,0,0,0,0,0,0,4
CHANDIGARH,2007,Total,2,26,21,8,3,60,0,11,8,1,2,22,82
CHANDIGARH,2007,Total Salaried,0,3,13,5,0,21,0,1,0,0,0,1,22
CHANDIGARH,2007,Total Self-employed,0,2,5,1,0,8,0,0,0,0,0,0,8
D & N HAVELI,2007,House Wife,0,0,0,0,0,0,0,15,8,4,1,28,28
D & N HAVELI,2007,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,Service (Private),0,4,4,0,0,8,0,0,0,0,0,0,8
D & N HAVELI,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,Student,0,3,0,0,0,3,0,4,0,0,0,4,7
D & N HAVELI,2007,Unemployed,0,2,3,2,0,7,0,0,0,0,0,0,7
D & N HAVELI,2007,Self-employed (Business activity),0,0,1,1,0,2,0,0,0,0,0,0,2
D & N HAVELI,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,Farming/Agriculture Activity,0,4,6,4,3,17,0,0,0,0,0,0,17
D & N HAVELI,2007,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,Retired Person,0,0,0,0,5,5,0,0,0,0,0,0,5
D & N HAVELI,2007,Others (Please Specify),0,2,0,0,0,2,0,0,0,0,0,0,2
D & N HAVELI,2007,Total,0,15,14,7,8,44,0,19,8,4,1,32,76
D & N HAVELI,2007,Total Salaried,0,4,4,0,0,8,0,0,0,0,0,0,8
D & N HAVELI,2007,Total Self-employed,0,4,7,5,3,19,0,0,0,0,0,0,19
DAMAN & DIU,2007,House Wife,0,0,0,0,0,0,0,3,2,0,0,5,5
DAMAN & DIU,2007,Service (Government),0,0,0,2,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2007,Service (Private),0,3,1,0,0,4,0,1,0,0,0,1,5
DAMAN & DIU,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Others (Please Specify),0,0,0,0,0,0,0,3,0,0,0,3,3
DAMAN & DIU,2007,Total,0,3,1,2,0,6,0,7,2,0,0,9,15
DAMAN & DIU,2007,Total Salaried,0,3,1,2,0,6,0,1,0,0,0,1,7
DAMAN & DIU,2007,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2007,House Wife,0,0,0,0,0,0,0,158,86,12,7,263,263
DELHI (UT),2007,Service (Government),0,6,15,3,0,24,0,3,1,0,0,4,28
DELHI (UT),2007,Service (Private),1,100,90,25,3,219,0,22,6,1,0,29,248
DELHI (UT),2007,Public Sector Undertaking,0,4,5,3,0,12,0,2,0,0,0,2,14
DELHI (UT),2007,Student,9,61,5,0,0,75,7,53,0,0,0,60,135
DELHI (UT),2007,Unemployed,1,108,70,18,5,202,0,44,6,0,0,50,252
DELHI (UT),2007,Self-employed (Business activity),0,9,2,5,1,17,0,0,0,0,0,0,17
DELHI (UT),2007,Professional Activity,0,3,0,1,0,4,0,1,0,0,0,1,5
DELHI (UT),2007,Farming/Agriculture Activity,0,5,10,7,1,23,0,0,0,0,0,0,23
DELHI (UT),2007,Others (Please Specify),0,50,71,22,6,149,0,25,7,0,0,32,181
DELHI (UT),2007,Retired Person,0,0,0,0,5,5,0,0,0,0,0,0,5
DELHI (UT),2007,Others (Please Specify),2,85,107,31,11,236,8,38,22,5,1,74,310
DELHI (UT),2007,Total,13,431,375,115,32,966,15,346,128,18,8,515,1481
DELHI (UT),2007,Total Salaried,1,110,110,31,3,255,0,27,7,1,0,35,290
DELHI (UT),2007,Total Self-employed,0,67,83,35,8,193,0,26,7,0,0,33,226
LAKSHADWEEP,2007,House Wife,0,0,0,0,0,0,0,0,0,2,0,2,2
LAKSHADWEEP,2007,Service (Government),0,0,1,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2007,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Total,0,0,1,0,0,1,0,0,0,2,0,2,3
LAKSHADWEEP,2007,Total Salaried,0,0,1,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2007,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2007,House Wife,0,0,0,0,0,0,0,48,20,4,6,78,78
PUDUCHERRY,2007,Service (Government),0,0,4,6,0,10,0,3,1,0,0,4,14
PUDUCHERRY,2007,Service (Private),0,6,10,4,0,20,0,3,4,1,0,8,28
PUDUCHERRY,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2007,Student,1,8,0,0,0,9,5,14,4,0,1,24,33
PUDUCHERRY,2007,Unemployed,0,22,28,9,9,68,0,39,17,2,5,63,131
PUDUCHERRY,2007,Self-employed (Business activity),0,2,6,10,2,20,0,0,0,0,0,0,20
PUDUCHERRY,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2007,Farming/Agriculture Activity,0,33,82,54,12,181,0,9,6,1,0,16,197
PUDUCHERRY,2007,Others (Please Specify),0,0,0,0,0,0,1,4,0,0,0,5,5
PUDUCHERRY,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2007,Others (Please Specify),1,2,3,5,0,11,0,0,0,0,0,0,11
PUDUCHERRY,2007,Total,2,73,133,88,23,319,6,120,52,8,12,198,517
PUDUCHERRY,2007,Total Salaried,0,6,14,10,0,30,0,6,5,1,0,12,42
PUDUCHERRY,2007,Total Self-employed,0,35,88,64,14,201,1,13,6,1,0,21,222
TOTAL (UTs),2007,House Wife,0,0,0,0,0,0,0,244,134,31,18,427,427
TOTAL (UTs),2007,Service (Government),0,7,27,16,0,50,0,8,2,0,0,10,60
TOTAL (UTs),2007,Service (Private),1,133,127,41,5,307,0,27,10,2,0,39,346
TOTAL (UTs),2007,Public Sector Undertaking,0,4,5,3,0,12,0,2,0,0,0,2,14
TOTAL (UTs),2007,Student,12,89,5,0,0,106,16,80,4,0,1,101,207
TOTAL (UTs),2007,Unemployed,1,147,104,32,15,299,0,83,23,2,5,113,412
TOTAL (UTs),2007,Self-employed (Business activity),0,11,11,17,3,42,0,0,0,0,0,0,42
TOTAL (UTs),2007,Professional Activity,0,3,0,1,0,4,0,1,0,0,0,1,5
TOTAL (UTs),2007,Farming/Agriculture Activity,0,46,101,70,20,237,0,9,6,1,0,16,253
TOTAL (UTs),2007,Others (Please Specify),0,52,76,26,7,161,1,29,7,0,0,37,198
TOTAL (UTs),2007,Retired Person,0,0,0,1,14,15,0,0,0,0,0,0,15
TOTAL (UTs),2007,Others (Please Specify),3,92,115,40,13,263,10,50,22,5,1,88,351
TOTAL (UTs),2007,Total,17,584,571,247,77,1496,27,533,208,41,25,834,2330
TOTAL (UTs),2007,Total Salaried,1,144,159,60,5,369,0,37,12,2,0,51,420
TOTAL (UTs),2007,Total Self-employed,0,112,188,114,30,444,1,39,13,1,0,54,498
TOTAL (ALL INDIA),2007,House Wife,0,0,0,0,0,0,49,10925,8184,3644,1360,24162,24162
TOTAL (ALL INDIA),2007,Service (Government),0,365,658,525,10,1558,1,123,107,53,15,299,1857
TOTAL (ALL INDIA),2007,Service (Private),31,2397,3440,2043,334,8245,6,977,513,260,67,1823,10068
TOTAL (ALL INDIA),2007,Public Sector Undertaking,0,546,995,587,83,2211,6,196,111,122,1,436,2647
TOTAL (ALL INDIA),2007,Student,603,2644,159,8,2,3416,637,2090,91,6,8,2832,6248
TOTAL (ALL INDIA),2007,Unemployed,29,2786,2423,1181,270,6689,32,943,597,192,58,1822,8511
TOTAL (ALL INDIA),2007,Self-employed (Business activity),1,1592,3220,1768,275,6856,1,156,204,57,6,424,7280
TOTAL (ALL INDIA),2007,Professional Activity,4,780,1228,783,191,2986,9,114,83,31,12,249,3235
TOTAL (ALL INDIA),2007,Farming/Agriculture Activity,46,3266,5467,4066,1664,14509,49,797,707,414,156,2123,16632
TOTAL (ALL INDIA),2007,Others (Please Specify),150,5365,6660,4965,2119,19259,192,1915,1540,934,404,4985,24244
TOTAL (ALL INDIA),2007,Retired Person,0,37,69,149,664,919,2,8,7,23,89,129,1048
TOTAL (ALL INDIA),2007,Others (Please Specify),320,3668,4232,3038,1389,12647,311,1470,1137,722,418,4058,16705
TOTAL (ALL INDIA),2007,Total,1184,23446,28551,19113,7001,79295,1295,19714,13281,6458,2594,43342,122637
TOTAL (ALL INDIA),2007,Total Salaried,31,3308,5093,3155,427,12014,13,1296,731,435,83,2558,14572
TOTAL (ALL INDIA),2007,Total Self-employed,201,11003,16575,11582,4249,43610,251,2982,2534,1436,578,7781,51391
