STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
PUNJAB,2008,Student,2,23,0,1,0,26,3,19,0,0,0,22,48
PUNJAB,2008,Unemployed,0,24,20,7,3,54,0,1,0,0,0,1,55
PUNJAB,2008,Self-employed (Business activity),0,26,45,21,13,105,0,0,0,0,0,0,105
PUNJAB,2008,Professional Activity,0,4,4,3,2,13,0,0,0,0,0,0,13
PUNJAB,2008,Farming/Agriculture Activity,1,18,32,9,6,66,0,0,0,0,0,0,66
PUNJAB,2008,Others (Please Specify),3,37,41,36,7,124,1,14,12,3,1,31,155
PUNJAB,2008,Retired Person,0,0,0,0,2,2,0,0,0,0,0,0,2
PUNJAB,2008,Others (Please Specify),2,32,54,32,19,139,5,4,2,0,0,11,150
PUNJAB,2008,Total,8,204,249,130,52,643,10,106,83,18,9,226,869
PUNJAB,2008,Total Salaried,0,40,53,21,0,114,0,2,3,0,0,5,119
PUNJAB,2008,Total Self-employed,4,85,122,69,28,308,1,14,12,3,1,31,339
RAJASTHAN,2008,House Wife,0,0,0,0,0,0,18,360,389,147,44,958,958
RAJASTHAN,2008,Service (Government),0,13,31,18,1,63,0,13,7,6,0,26,89
RAJASTHAN,2008,Service (Private),0,136,206,86,3,431,0,27,5,3,0,35,466
RAJASTHAN,2008,Public Sector Undertaking,0,6,6,4,1,17,0,1,1,0,0,2,19
RAJASTHAN,2008,Student,29,101,43,0,0,173,13,53,3,0,0,69,242
RAJASTHAN,2008,Unemployed,0,81,65,22,8,176,0,15,12,4,0,31,207
RAJASTHAN,2008,Self-employed (Business activity),0,57,109,66,2,234,0,2,3,5,0,10,244
RAJASTHAN,2008,Professional Activity,0,18,24,8,3,53,0,0,0,0,0,0,53
RAJASTHAN,2008,Farming/Agriculture Activity,0,156,287,212,40,695,2,33,56,7,3,101,796
RAJASTHAN,2008,Others (Please Specify),38,336,392,161,45,972,9,80,33,38,4,164,1136
RAJASTHAN,2008,Retired Person,0,5,5,2,1,13,0,0,0,0,0,0,13
RAJASTHAN,2008,Others (Please Specify),51,253,247,169,55,775,26,74,40,20,8,168,943
RAJASTHAN,2008,Total,118,1162,1415,748,159,3602,68,658,549,230,59,1564,5166
RAJASTHAN,2008,Total Salaried,0,155,243,108,5,511,0,41,13,9,0,63,574
RAJASTHAN,2008,Total Self-employed,38,567,812,447,90,1954,11,115,92,50,7,275,2229
SIKKIM,2008,House Wife,0,0,0,0,0,0,0,6,0,1,0,7,7
SIKKIM,2008,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2008,Service (Private),0,8,4,6,2,20,0,2,4,2,0,8,28
SIKKIM,2008,Public Sector Undertaking,0,0,0,0,0,0,0,3,1,2,0,6,6
SIKKIM,2008,Student,2,6,0,0,0,8,0,4,0,0,0,4,12
SIKKIM,2008,Unemployed,0,16,11,6,3,36,0,3,6,4,0,13,49
SIKKIM,2008,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2008,Farming/Agriculture Activity,0,10,21,17,1,49,0,2,6,0,3,11,60
SIKKIM,2008,Others (Please Specify),0,20,20,16,4,60,0,0,0,0,0,0,60
SIKKIM,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2008,Others (Please Specify),0,10,13,20,0,43,0,6,9,4,3,22,65
SIKKIM,2008,Total,2,70,69,65,10,216,0,26,26,13,6,71,287
SIKKIM,2008,Total Salaried,0,8,4,6,2,20,0,5,5,4,0,14,34
SIKKIM,2008,Total Self-employed,0,30,41,33,5,109,0,2,6,0,3,11,120
TAMIL NADU,2008,House Wife,0,0,0,0,0,0,0,841,986,470,133,2430,2430
TAMIL NADU,2008,Service (Government),0,31,153,83,2,269,0,20,11,9,6,46,315
TAMIL NADU,2008,Service (Private),0,357,520,385,71,1333,0,476,120,84,8,688,2021
TAMIL NADU,2008,Public Sector Undertaking,0,75,132,71,3,281,0,31,15,54,7,107,388
TAMIL NADU,2008,Student,30,84,0,0,0,114,43,97,4,0,0,144,258
TAMIL NADU,2008,Unemployed,0,431,134,197,111,873,0,263,145,75,10,493,1366
TAMIL NADU,2008,Self-employed (Business activity),0,196,854,201,35,1286,0,29,95,13,4,141,1427
TAMIL NADU,2008,Professional Activity,0,110,170,95,41,416,0,55,49,28,10,142,558
TAMIL NADU,2008,Farming/Agriculture Activity,0,95,170,95,40,400,0,40,46,24,2,112,512
TAMIL NADU,2008,Others (Please Specify),0,886,710,850,325,2771,0,258,175,123,84,640,3411
TAMIL NADU,2008,Retired Person,0,0,0,12,89,101,0,0,0,0,16,16,117
TAMIL NADU,2008,Others (Please Specify),0,298,422,325,154,1199,40,105,135,84,59,423,1622
TAMIL NADU,2008,Total,30,2563,3265,2314,871,9043,83,2215,1781,964,339,5382,14425
TAMIL NADU,2008,Total Salaried,0,463,805,539,76,1883,0,527,146,147,21,841,2724
TAMIL NADU,2008,Total Self-employed,0,1287,1904,1241,441,4873,0,382,365,188,100,1035,5908
TRIPURA,2008,House Wife,0,0,0,0,0,0,0,56,43,29,2,130,130
TRIPURA,2008,Service (Government),0,3,9,3,0,15,0,0,0,0,0,0,15
TRIPURA,2008,Service (Private),0,4,8,2,0,14,0,0,7,4,0,11,25
TRIPURA,2008,Public Sector Undertaking,0,0,0,2,0,2,0,0,0,0,0,0,2
TRIPURA,2008,Student,9,43,0,0,0,52,13,26,0,0,0,39,91
TRIPURA,2008,Unemployed,0,32,61,27,13,133,0,13,5,0,0,18,151
TRIPURA,2008,Self-employed (Business activity),0,7,8,3,0,18,0,0,0,0,0,0,18
TRIPURA,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2008,Farming/Agriculture Activity,0,10,20,15,0,45,0,0,5,0,0,5,50
TRIPURA,2008,Others (Please Specify),0,25,38,17,12,92,0,19,10,5,0,34,126
TRIPURA,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2008,Others (Please Specify),0,28,23,20,0,71,1,29,26,13,4,73,144
TRIPURA,2008,Total,9,152,167,89,25,442,14,143,96,51,6,310,752
TRIPURA,2008,Total Salaried,0,7,17,7,0,31,0,0,7,4,0,11,42
TRIPURA,2008,Total Self-employed,0,42,66,35,12,155,0,19,15,5,0,39,194
UTTAR PRADESH,2008,House Wife,0,0,0,0,0,0,10,618,337,91,49,1105,1105
UTTAR PRADESH,2008,Service (Government),0,8,15,7,0,30,0,9,5,0,0,14,44
UTTAR PRADESH,2008,Service (Private),0,102,84,4,2,192,0,24,12,5,0,41,233
UTTAR PRADESH,2008,Public Sector Undertaking,0,18,19,5,1,43,0,3,4,4,0,11,54
UTTAR PRADESH,2008,Student,27,148,22,1,2,200,25,125,4,0,0,154,354
UTTAR PRADESH,2008,Unemployed,1,101,90,32,15,239,0,25,17,4,1,47,286
UTTAR PRADESH,2008,Self-employed (Business activity),1,29,70,53,28,181,4,5,10,1,2,22,203
UTTAR PRADESH,2008,Professional Activity,0,6,9,6,1,22,0,7,1,1,0,9,31
UTTAR PRADESH,2008,Farming/Agriculture Activity,1,128,267,156,64,616,0,44,59,14,12,129,745
UTTAR PRADESH,2008,Others (Please Specify),19,152,106,101,44,422,25,164,40,17,16,262,684
UTTAR PRADESH,2008,Retired Person,0,0,1,2,3,6,0,0,0,0,0,0,6
UTTAR PRADESH,2008,Others (Please Specify),11,76,75,52,14,228,5,59,30,14,7,115,343
UTTAR PRADESH,2008,Total,60,768,758,419,174,2179,69,1083,519,151,87,1909,4088
UTTAR PRADESH,2008,Total Salaried,0,128,118,16,3,265,0,36,21,9,0,66,331
UTTAR PRADESH,2008,Total Self-employed,21,315,452,316,137,1241,29,220,110,33,30,422,1663
UTTARAKHAND,2008,House Wife,0,0,0,0,0,0,0,32,8,4,0,44,44
UTTARAKHAND,2008,Service (Government),0,4,2,1,0,7,0,0,0,0,0,0,7
UTTARAKHAND,2008,Service (Private),1,7,7,2,0,17,0,3,2,1,0,6,23
UTTARAKHAND,2008,Public Sector Undertaking,0,2,2,1,0,5,0,0,0,1,0,1,6
UTTARAKHAND,2008,Student,0,4,2,0,0,6,2,5,0,0,0,7,13
UTTARAKHAND,2008,Unemployed,0,5,0,0,0,5,0,1,1,0,0,2,7
UTTARAKHAND,2008,Self-employed (Business activity),0,3,2,1,0,6,0,0,0,0,0,0,6
UTTARAKHAND,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,2008,Farming/Agriculture Activity,0,6,10,5,0,21,0,4,2,1,0,7,28
UTTARAKHAND,2008,Others (Please Specify),2,2,5,2,2,13,1,12,2,0,0,15,28
UTTARAKHAND,2008,Retired Person,0,0,0,3,0,3,0,0,0,0,0,0,3
UTTARAKHAND,2008,Others (Please Specify),5,4,5,5,2,21,0,4,0,1,0,5,26
UTTARAKHAND,2008,Total,8,37,35,20,4,104,3,61,15,8,0,87,191
UTTARAKHAND,2008,Total Salaried,1,13,11,4,0,29,0,3,2,2,0,7,36
UTTARAKHAND,2008,Total Self-employed,2,11,17,8,2,40,1,16,4,1,0,22,62
WEST BENGAL,2008,House Wife,0,0,0,0,0,0,0,1607,1172,406,59,3244,3244
WEST BENGAL,2008,Service (Government),0,17,62,41,0,120,0,4,7,14,0,25,145
WEST BENGAL,2008,Service (Private),2,122,214,190,7,535,0,29,38,16,0,83,618
WEST BENGAL,2008,Public Sector Undertaking,0,58,275,201,3,537,1,19,43,22,0,85,622
WEST BENGAL,2008,Student,112,430,13,0,0,555,118,262,5,0,0,385,940
WEST BENGAL,2008,Unemployed,9,460,471,166,5,1111,15,152,212,66,1,446,1557
WEST BENGAL,2008,Self-employed (Business activity),0,242,403,210,27,882,0,16,30,6,0,52,934
WEST BENGAL,2008,Professional Activity,0,34,124,74,2,234,0,9,4,0,0,13,247
WEST BENGAL,2008,Farming/Agriculture Activity,0,161,311,159,29,660,0,33,50,12,4,99,759
WEST BENGAL,2008,Others (Please Specify),63,665,525,188,98,1539,25,324,167,106,30,652,2191
WEST BENGAL,2008,Retired Person,0,0,0,0,63,63,0,0,0,0,10,10,73
WEST BENGAL,2008,Others (Please Specify),89,617,929,364,134,2133,82,549,432,254,72,1389,3522
WEST BENGAL,2008,Total,275,2806,3327,1593,368,8369,241,3004,2160,902,176,6483,14852
WEST BENGAL,2008,Total Salaried,2,197,551,432,10,1192,1,52,88,52,0,193,1385
WEST BENGAL,2008,Total Self-employed,63,1102,1363,631,156,3315,25,382,251,124,34,816,4131
TOTAL (STATES),2008,House Wife,0,0,0,0,0,0,51,10560,8434,3514,1363,23922,23922
TOTAL (STATES),2008,Service (Government),0,318,765,598,14,1695,0,129,132,60,12,333,2028
TOTAL (STATES),2008,Service (Private),7,2452,3568,2081,300,8408,8,974,534,217,49,1782,10190
TOTAL (STATES),2008,Public Sector Undertaking,4,620,1024,774,134,2556,3,213,137,122,35,510,3066
TOTAL (STATES),2008,Student,499,2544,184,35,4,3266,560,1952,56,4,0,2572,5838
TOTAL (STATES),2008,Unemployed,42,2822,2411,1286,307,6868,27,852,597,244,27,1747,8615
TOTAL (STATES),2008,Self-employed (Business activity),2,1479,3192,1533,350,6556,4,151,197,56,13,421,6977
TOTAL (STATES),2008,Professional Activity,5,743,1295,782,197,3022,5,174,127,49,20,375,3397
TOTAL (STATES),2008,Farming/Agriculture Activity,32,3451,5388,3713,1497,14081,38,750,755,368,136,2047,16128
TOTAL (STATES),2008,Others (Please Specify),214,5463,6163,4375,1869,18084,157,2044,1241,766,386,4594,22678
TOTAL (STATES),2008,Retired Person,0,12,35,145,553,745,0,3,6,20,103,132,877
TOTAL (STATES),2008,Others (Please Specify),341,3963,5020,3255,1353,13932,345,1947,1640,905,417,5254,19186
TOTAL (STATES),2008,Total,1146,23867,29045,18577,6578,79213,1198,19749,13856,6325,2561,43689,122902
TOTAL (STATES),2008,Total Salaried,11,3390,5357,3453,448,12659,11,1316,803,399,96,2625,15284
TOTAL (STATES),2008,Total Self-employed,253,11136,16038,10403,3913,41743,204,3119,2320,1239,555,7437,49180
A & N ISLANDS,2008,House Wife,0,0,0,0,0,0,0,10,13,5,4,32,32
A & N ISLANDS,2008,Service (Government),0,2,2,3,0,7,0,0,0,0,0,0,7
A & N ISLANDS,2008,Service (Private),0,17,15,8,3,43,0,1,0,0,0,1,44
A & N ISLANDS,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2008,Student,0,4,0,0,0,4,0,7,0,0,0,7,11
A & N ISLANDS,2008,Unemployed,0,2,1,0,2,5,0,0,0,0,0,0,5
A & N ISLANDS,2008,Self-employed (Business activity),0,0,1,0,0,1,0,0,0,0,0,0,1
A & N ISLANDS,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2008,Farming/Agriculture Activity,0,5,8,6,4,23,0,0,0,0,0,0,23
A & N ISLANDS,2008,Others (Please Specify),0,0,2,1,1,4,0,0,0,0,0,0,4
A & N ISLANDS,2008,Retired Person,0,0,0,1,3,4,0,0,0,0,0,0,4
A & N ISLANDS,2008,Others (Please Specify),0,1,3,2,1,7,0,5,0,0,0,5,12
A & N ISLANDS,2008,Total,0,31,32,21,14,98,0,23,13,5,4,45,143
A & N ISLANDS,2008,Total Salaried,0,19,17,11,3,50,0,1,0,0,0,1,51
A & N ISLANDS,2008,Total Self-employed,0,5,11,7,5,28,0,0,0,0,0,0,28
CHANDIGARH,2008,House Wife,0,0,0,0,0,0,0,8,7,2,0,17,17
CHANDIGARH,2008,Service (Government),0,0,2,1,0,3,0,0,0,0,0,0,3
CHANDIGARH,2008,Service (Private),0,4,7,4,0,15,0,3,0,0,0,3,18
CHANDIGARH,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2008,Student,0,6,0,0,0,6,0,5,0,0,0,5,11
CHANDIGARH,2008,Unemployed,0,10,7,6,0,23,0,0,0,0,0,0,23
CHANDIGARH,2008,Self-employed (Business activity),0,2,3,3,0,8,0,0,0,0,0,0,8
CHANDIGARH,2008,Professional Activity,0,0,0,1,0,1,0,0,0,0,0,0,1
CHANDIGARH,2008,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2008,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2008,Retired Person,0,0,0,1,1,2,0,0,0,0,0,0,2
CHANDIGARH,2008,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2008,Total,0,22,19,16,1,58,0,16,7,2,0,25,83
CHANDIGARH,2008,Total Salaried,0,4,9,5,0,18,0,3,0,0,0,3,21
CHANDIGARH,2008,Total Self-employed,0,2,3,4,0,9,0,0,0,0,0,0,9
D & N HAVELI,2008,House Wife,0,0,0,0,0,0,0,10,6,6,1,23,23
D & N HAVELI,2008,Service (Government),0,0,0,1,0,1,0,0,0,0,0,0,1
D & N HAVELI,2008,Service (Private),0,8,4,1,0,13,0,4,0,0,0,4,17
D & N HAVELI,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Student,0,0,0,0,0,0,0,1,0,0,0,1,1
D & N HAVELI,2008,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Self-employed (Business activity),0,0,1,0,0,1,0,0,0,0,0,0,1
D & N HAVELI,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Farming/Agriculture Activity,0,1,6,4,1,12,0,0,0,0,0,0,12
D & N HAVELI,2008,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Others (Please Specify),1,2,0,2,0,5,0,0,0,0,0,0,5
D & N HAVELI,2008,Total,1,11,11,8,1,32,0,15,6,6,1,28,60
D & N HAVELI,2008,Total Salaried,0,8,4,2,0,14,0,4,0,0,0,4,18
D & N HAVELI,2008,Total Self-employed,0,1,7,4,1,13,0,0,0,0,0,0,13
DAMAN & DIU,2008,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Service (Government),0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2008,Service (Private),0,3,3,2,0,8,0,0,0,0,0,0,8
DAMAN & DIU,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Unemployed,0,0,0,2,0,2,0,1,0,0,0,1,3
DAMAN & DIU,2008,Self-employed (Business activity),0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Others (Please Specify),0,0,1,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Others (Please Specify),0,1,0,0,0,1,0,0,0,1,3,4,5
DAMAN & DIU,2008,Total,0,4,4,6,0,14,0,1,0,1,3,5,19
DAMAN & DIU,2008,Total Salaried,0,3,3,3,0,9,0,0,0,0,0,0,9
DAMAN & DIU,2008,Total Self-employed,0,0,1,1,0,2,0,0,0,0,0,0,2
DELHI (UT),2008,House Wife,0,0,0,0,0,0,0,166,89,19,2,276,276
DELHI (UT),2008,Service (Government),0,2,7,4,0,13,0,0,1,1,0,2,15
DELHI (UT),2008,Service (Private),0,78,82,24,2,186,0,18,7,2,0,27,213
DELHI (UT),2008,Public Sector Undertaking,0,16,12,3,4,35,0,3,0,0,0,3,38
DELHI (UT),2008,Student,13,63,1,0,0,77,13,79,6,0,0,98,175
DELHI (UT),2008,Unemployed,1,99,84,22,5,211,1,36,4,0,0,41,252
DELHI (UT),2008,Self-employed (Business activity),0,7,10,4,0,21,0,0,0,0,0,0,21
DELHI (UT),2008,Professional Activity,0,0,3,3,1,7,0,0,0,0,0,0,7
DELHI (UT),2008,Farming/Agriculture Activity,0,5,5,2,3,15,1,0,0,0,0,1,16
DELHI (UT),2008,Others (Please Specify),2,58,51,27,8,146,1,18,4,2,0,25,171
DELHI (UT),2008,Retired Person,0,0,0,1,1,2,0,0,0,0,0,0,2
DELHI (UT),2008,Others (Please Specify),0,43,31,7,1,82,2,27,4,1,1,35,117
DELHI (UT),2008,Total,16,371,286,97,25,795,18,347,115,25,3,508,1303
DELHI (UT),2008,Total Salaried,0,96,101,31,6,234,0,21,8,3,0,32,266
DELHI (UT),2008,Total Self-employed,2,70,69,36,12,189,2,18,4,2,0,26,215
LAKSHADWEEP,2008,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2008,House Wife,0,0,0,0,0,0,0,45,32,8,12,97,97
PUDUCHERRY,2008,Service (Government),0,3,2,4,0,9,0,2,3,0,1,6,15
PUDUCHERRY,2008,Service (Private),0,2,3,3,1,9,0,2,0,0,0,2,11
PUDUCHERRY,2008,Public Sector Undertaking,0,0,0,0,0,0,0,3,0,0,0,3,3
PUDUCHERRY,2008,Student,2,10,3,0,0,15,0,9,0,0,0,9,24
PUDUCHERRY,2008,Unemployed,0,22,18,9,13,62,0,33,8,0,0,41,103
PUDUCHERRY,2008,Self-employed (Business activity),0,1,3,3,0,7,0,0,0,0,0,0,7
PUDUCHERRY,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2008,Farming/Agriculture Activity,0,2,9,3,0,14,0,2,1,0,0,3,17
PUDUCHERRY,2008,Others (Please Specify),0,47,84,72,12,215,0,9,2,1,0,12,227
PUDUCHERRY,2008,Retired Person,0,1,0,0,0,1,0,0,0,0,0,0,1
PUDUCHERRY,2008,Others (Please Specify),0,2,0,0,0,2,0,0,0,0,0,0,2
PUDUCHERRY,2008,Total,2,90,122,94,26,334,0,105,46,9,13,173,507
PUDUCHERRY,2008,Total Salaried,0,5,5,7,1,18,0,7,3,0,1,11,29
PUDUCHERRY,2008,Total Self-employed,0,50,96,78,12,236,0,11,3,1,0,15,251
TOTAL (UTs),2008,House Wife,0,0,0,0,0,0,0,239,147,40,19,445,445
TOTAL (UTs),2008,Service (Government),0,7,13,14,0,34,0,2,4,1,1,8,42
TOTAL (UTs),2008,Service (Private),0,112,114,42,6,274,0,28,7,2,0,37,311
TOTAL (UTs),2008,Public Sector Undertaking,0,16,12,3,4,35,0,6,0,0,0,6,41
TOTAL (UTs),2008,Student,15,83,4,0,0,102,13,101,6,0,0,120,222
TOTAL (UTs),2008,Unemployed,1,133,110,39,20,303,1,70,12,0,0,83,386
TOTAL (UTs),2008,Self-employed (Business activity),0,10,18,11,0,39,0,0,0,0,0,0,39
TOTAL (UTs),2008,Professional Activity,0,0,3,4,1,8,0,0,0,0,0,0,8
TOTAL (UTs),2008,Farming/Agriculture Activity,0,13,28,15,8,64,1,2,1,0,0,4,68
TOTAL (UTs),2008,Others (Please Specify),2,105,138,100,21,366,1,27,6,3,0,37,403
TOTAL (UTs),2008,Retired Person,0,1,0,3,5,9,0,0,0,0,0,0,9
TOTAL (UTs),2008,Others (Please Specify),1,49,34,11,2,97,2,32,4,2,4,44,141
TOTAL (UTs),2008,Total,19,529,474,242,67,1331,18,507,187,48,24,784,2115
TOTAL (UTs),2008,Total Salaried,0,135,139,59,10,343,0,36,11,3,1,51,394
TOTAL (UTs),2008,Total Self-employed,2,128,187,130,30,477,2,29,7,3,0,41,518
TOTAL (ALL INDIA),2008,House Wife,0,0,0,0,0,0,51,10799,8581,3554,1382,24367,24367
TOTAL (ALL INDIA),2008,Service (Government),0,325,778,612,14,1729,0,131,136,61,13,341,2070
TOTAL (ALL INDIA),2008,Service (Private),7,2564,3682,2123,306,8682,8,1002,541,219,49,1819,10501
TOTAL (ALL INDIA),2008,Public Sector Undertaking,4,636,1036,777,138,2591,3,219,137,122,35,516,3107
TOTAL (ALL INDIA),2008,Student,514,2627,188,35,4,3368,573,2053,62,4,0,2692,6060
TOTAL (ALL INDIA),2008,Unemployed,43,2955,2521,1325,327,7171,28,922,609,244,27,1830,9001
TOTAL (ALL INDIA),2008,Self-employed (Business activity),2,1489,3210,1544,350,6595,4,151,197,56,13,421,7016
TOTAL (ALL INDIA),2008,Professional Activity,5,743,1298,786,198,3030,5,174,127,49,20,375,3405
TOTAL (ALL INDIA),2008,Farming/Agriculture Activity,32,3464,5416,3728,1505,14145,39,752,756,368,136,2051,16196
TOTAL (ALL INDIA),2008,Others (Please Specify),216,5568,6301,4475,1890,18450,158,2071,1247,769,386,4631,23081
TOTAL (ALL INDIA),2008,Retired Person,0,13,35,148,558,754,0,3,6,20,103,132,886
TOTAL (ALL INDIA),2008,Others (Please Specify),342,4012,5054,3266,1355,14029,347,1979,1644,907,421,5298,19327
TOTAL (ALL INDIA),2008,Total,1165,24396,29519,18819,6645,80544,1216,20256,14043,6373,2585,44473,125017
TOTAL (ALL INDIA),2008,Total Salaried,11,3525,5496,3512,458,13002,11,1352,814,402,97,2676,15678
TOTAL (ALL INDIA),2008,Total Self-employed,255,11264,16225,10533,3943,42220,206,3148,2327,1242,555,7478,49698
