STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
PUNJAB,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2010,Student,4,21,6,0,0,31,1,23,0,0,0,24,55
PUNJAB,2010,Unemployed,3,25,23,5,3,59,0,3,1,0,4,8,67
PUNJAB,2010,Self-employed (Business activity),0,20,16,4,1,41,0,0,0,0,0,0,41
PUNJAB,2010,Professional Activity,0,13,5,3,0,21,0,0,0,0,0,0,21
PUNJAB,2010,Farming/Agriculture Activity,0,27,31,12,10,80,0,0,0,0,0,0,80
PUNJAB,2010,Others (Please Specify),0,77,77,59,26,239,1,5,3,2,3,14,253
PUNJAB,2010,Retired Person,0,0,0,1,7,8,0,0,0,0,0,0,8
PUNJAB,2010,Others (Please Specify),1,44,44,33,15,137,0,11,8,3,0,22,159
PUNJAB,2010,Total,10,259,259,127,64,719,3,104,61,21,12,201,920
PUNJAB,2010,Total Salaried,2,32,57,10,2,103,0,2,1,0,0,3,106
PUNJAB,2010,Total Self-employed,0,137,129,78,37,381,1,5,3,2,3,14,395
RAJASTHAN,2010,House Wife,0,0,0,0,0,0,19,426,403,161,25,1034,1034
RAJASTHAN,2010,Service (Government),0,5,20,11,0,36,0,0,6,0,0,6,42
RAJASTHAN,2010,Service (Private),0,135,149,97,22,403,0,16,7,5,0,28,431
RAJASTHAN,2010,Public Sector Undertaking,0,8,10,13,3,34,0,3,3,0,0,6,40
RAJASTHAN,2010,Student,19,118,7,0,0,144,12,75,1,1,0,89,233
RAJASTHAN,2010,Unemployed,0,78,66,24,4,172,0,9,11,7,0,27,199
RAJASTHAN,2010,Self-employed (Business activity),0,55,89,26,6,176,0,2,2,1,0,5,181
RAJASTHAN,2010,Professional Activity,0,14,39,2,6,61,0,2,1,1,0,4,65
RAJASTHAN,2010,Farming/Agriculture Activity,2,114,146,66,23,351,0,20,13,6,0,39,390
RAJASTHAN,2010,Others (Please Specify),2,226,386,261,41,916,5,56,20,11,3,95,1011
RAJASTHAN,2010,Retired Person,0,14,7,9,5,35,0,6,0,0,0,6,41
RAJASTHAN,2010,Others (Please Specify),67,326,369,229,46,1037,31,86,63,28,8,216,1253
RAJASTHAN,2010,Total,90,1093,1288,738,156,3365,67,701,530,221,36,1555,4920
RAJASTHAN,2010,Total Salaried,0,148,179,121,25,473,0,19,16,5,0,40,513
RAJASTHAN,2010,Total Self-employed,4,409,660,355,76,1504,5,80,36,19,3,143,1647
SIKKIM,2010,House Wife,0,0,0,0,0,0,0,2,1,1,1,5,5
SIKKIM,2010,Service (Government),0,17,11,1,0,29,0,1,5,0,0,6,35
SIKKIM,2010,Service (Private),9,23,17,1,2,52,0,1,2,0,0,3,55
SIKKIM,2010,Public Sector Undertaking,0,11,7,3,0,21,0,5,5,0,0,10,31
SIKKIM,2010,Student,0,2,0,0,0,2,0,1,0,0,0,1,3
SIKKIM,2010,Unemployed,11,13,12,7,2,45,0,2,5,0,0,7,52
SIKKIM,2010,Self-employed (Business activity),0,11,10,0,2,23,0,0,0,1,0,1,24
SIKKIM,2010,Professional Activity,0,9,9,0,3,21,0,0,0,1,0,1,22
SIKKIM,2010,Farming/Agriculture Activity,1,5,5,7,1,19,0,0,0,0,0,0,19
SIKKIM,2010,Others (Please Specify),0,7,0,0,0,7,0,0,1,0,0,1,8
SIKKIM,2010,Retired Person,0,0,0,0,3,3,0,0,0,0,2,2,5
SIKKIM,2010,Others (Please Specify),0,0,0,11,2,13,0,1,0,7,0,8,21
SIKKIM,2010,Total,21,98,71,30,15,235,0,13,19,10,3,45,280
SIKKIM,2010,Total Salaried,9,51,35,5,2,102,0,7,12,0,0,19,121
SIKKIM,2010,Total Self-employed,1,32,24,7,6,70,0,0,1,2,0,3,73
TAMIL NADU,2010,House Wife,0,0,0,0,0,0,3,935,984,520,225,2667,2667
TAMIL NADU,2010,Service (Government),0,21,40,61,0,122,0,18,23,16,1,58,180
TAMIL NADU,2010,Service (Private),1,383,609,384,53,1430,0,152,84,67,2,305,1735
TAMIL NADU,2010,Public Sector Undertaking,0,53,122,78,11,264,0,28,37,12,0,77,341
TAMIL NADU,2010,Student,99,254,6,0,0,359,65,208,5,0,0,278,637
TAMIL NADU,2010,Unemployed,3,418,577,360,169,1527,3,289,136,90,27,545,2072
TAMIL NADU,2010,Self-employed (Business activity),0,212,314,273,62,861,6,85,77,32,19,219,1080
TAMIL NADU,2010,Professional Activity,0,53,86,50,23,212,5,16,18,10,2,51,263
TAMIL NADU,2010,Farming/Agriculture Activity,13,137,131,103,58,442,0,65,25,6,3,99,541
TAMIL NADU,2010,Others (Please Specify),60,695,590,376,229,1950,19,296,262,113,77,767,2717
TAMIL NADU,2010,Retired Person,0,0,0,35,77,112,0,0,0,5,15,20,132
TAMIL NADU,2010,Others (Please Specify),23,740,1037,859,614,3273,84,412,143,158,126,923,4196
TAMIL NADU,2010,Total,199,2966,3512,2579,1296,10552,185,2504,1794,1029,497,6009,16561
TAMIL NADU,2010,Total Salaried,1,457,771,523,64,1816,0,198,144,95,3,440,2256
TAMIL NADU,2010,Total Self-employed,73,1097,1121,802,372,3465,30,462,382,161,101,1136,4601
TRIPURA,2010,House Wife,0,0,0,0,0,0,1,72,64,34,23,194,194
TRIPURA,2010,Service (Government),0,2,8,8,0,18,0,0,0,1,0,1,19
TRIPURA,2010,Service (Private),0,14,5,6,5,30,0,0,0,0,0,0,30
TRIPURA,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,Student,15,57,2,0,0,74,14,16,2,0,0,32,106
TRIPURA,2010,Unemployed,0,4,3,14,14,35,0,0,0,0,6,6,41
TRIPURA,2010,Self-employed (Business activity),0,15,42,6,12,75,0,3,4,5,0,12,87
TRIPURA,2010,Professional Activity,0,5,17,5,3,30,0,0,0,0,0,0,30
TRIPURA,2010,Farming/Agriculture Activity,0,11,15,17,3,46,0,1,4,7,0,12,58
TRIPURA,2010,Others (Please Specify),1,19,50,34,18,122,3,16,6,2,0,27,149
TRIPURA,2010,Retired Person,0,0,0,1,10,11,0,0,0,0,0,0,11
TRIPURA,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,Total,16,127,142,91,65,441,18,108,80,49,29,284,725
TRIPURA,2010,Total Salaried,0,16,13,14,5,48,0,0,0,1,0,1,49
TRIPURA,2010,Total Self-employed,1,50,124,62,36,273,3,20,14,14,0,51,324
UTTAR PRADESH,2010,House Wife,0,0,0,0,0,0,8,480,350,105,62,1005,1005
UTTAR PRADESH,2010,Service (Government),0,14,16,7,1,38,0,60,9,6,0,75,113
UTTAR PRADESH,2010,Service (Private),0,90,51,42,5,188,4,37,20,8,1,70,258
UTTAR PRADESH,2010,Public Sector Undertaking,0,5,7,4,0,16,0,3,2,1,0,6,22
UTTAR PRADESH,2010,Student,13,131,10,2,0,156,29,132,0,0,0,161,317
UTTAR PRADESH,2010,Unemployed,5,95,88,32,12,232,0,23,24,9,0,56,288
UTTAR PRADESH,2010,Self-employed (Business activity),0,50,60,45,29,184,0,5,2,0,0,7,191
UTTAR PRADESH,2010,Professional Activity,0,32,21,9,5,67,0,0,0,0,0,0,67
UTTAR PRADESH,2010,Farming/Agriculture Activity,2,110,171,116,33,432,4,54,31,19,8,116,548
UTTAR PRADESH,2010,Others (Please Specify),6,109,123,46,30,314,9,124,59,22,7,221,535
UTTAR PRADESH,2010,Retired Person,0,0,0,4,8,12,0,1,0,2,1,4,16
UTTAR PRADESH,2010,Others (Please Specify),20,36,33,40,19,148,4,108,8,0,0,120,268
UTTAR PRADESH,2010,Total,46,672,580,347,142,1787,58,1027,505,172,79,1841,3628
UTTAR PRADESH,2010,Total Salaried,0,109,74,53,6,242,4,100,31,15,1,151,393
UTTAR PRADESH,2010,Total Self-employed,8,301,375,216,97,997,13,183,92,41,15,344,1341
UTTARAKHAND,2010,House Wife,0,0,0,0,0,0,0,28,18,6,2,54,54
UTTARAKHAND,2010,Service (Government),0,4,6,1,0,11,0,1,2,0,0,3,14
UTTARAKHAND,2010,Service (Private),0,7,10,4,0,21,0,3,0,0,0,3,24
UTTARAKHAND,2010,Public Sector Undertaking,0,0,0,0,0,0,0,1,0,0,0,1,1
UTTARAKHAND,2010,Student,2,8,0,0,0,10,4,20,0,0,0,24,34
UTTARAKHAND,2010,Unemployed,0,14,0,5,0,19,0,1,2,0,0,3,22
UTTARAKHAND,2010,Self-employed (Business activity),2,4,6,2,1,15,0,0,0,0,0,0,15
UTTARAKHAND,2010,Professional Activity,0,0,1,0,0,1,0,0,0,0,0,0,1
UTTARAKHAND,2010,Farming/Agriculture Activity,0,8,14,7,4,33,0,4,2,0,0,6,39
UTTARAKHAND,2010,Others (Please Specify),0,8,9,5,4,26,0,4,3,1,0,8,34
UTTARAKHAND,2010,Retired Person,0,0,0,3,0,3,0,0,0,0,0,0,3
UTTARAKHAND,2010,Others (Please Specify),0,9,11,2,3,25,3,7,3,2,0,15,40
UTTARAKHAND,2010,Total,4,62,57,29,12,164,7,69,30,9,2,117,281
UTTARAKHAND,2010,Total Salaried,0,11,16,5,0,32,0,5,2,0,0,7,39
UTTARAKHAND,2010,Total Self-employed,2,20,30,14,9,75,0,8,5,1,0,14,89
WEST BENGAL,2010,House Wife,0,0,0,0,0,0,0,1271,1123,459,75,2928,2928
WEST BENGAL,2010,Service (Government),0,17,84,39,1,141,0,4,7,8,0,19,160
WEST BENGAL,2010,Service (Private),0,143,243,253,7,646,0,64,69,19,5,157,803
WEST BENGAL,2010,Public Sector Undertaking,0,83,264,195,2,544,0,57,44,12,11,124,668
WEST BENGAL,2010,Student,108,398,35,3,0,544,97,280,23,5,0,405,949
WEST BENGAL,2010,Unemployed,0,304,382,75,3,764,0,114,127,23,1,265,1029
WEST BENGAL,2010,Self-employed (Business activity),0,241,329,260,21,851,0,7,24,6,0,37,888
WEST BENGAL,2010,Professional Activity,0,56,232,102,11,401,0,31,53,10,6,100,501
WEST BENGAL,2010,Farming/Agriculture Activity,2,218,389,164,27,800,0,63,53,57,20,193,993
WEST BENGAL,2010,Others (Please Specify),70,634,932,627,214,2477,33,416,508,311,74,1342,3819
WEST BENGAL,2010,Retired Person,0,0,0,0,55,55,0,0,0,0,11,11,66
WEST BENGAL,2010,Others (Please Specify),88,582,605,586,217,2078,82,319,346,321,87,1155,3233
WEST BENGAL,2010,Total,268,2676,3495,2304,558,9301,212,2626,2377,1231,290,6736,16037
WEST BENGAL,2010,Total Salaried,0,243,591,487,10,1331,0,125,120,39,16,300,1631
WEST BENGAL,2010,Total Self-employed,72,1149,1882,1153,273,4529,33,517,638,384,100,1672,6201
TOTAL (STATES),2010,House Wife,0,0,0,0,0,0,58,10725,8389,3749,1608,24529,24529
TOTAL (STATES),2010,Service (Government),0,297,627,441,26,1391,0,198,144,52,3,397,1788
TOTAL (STATES),2010,Service (Private),14,2774,3485,2150,274,8697,9,737,484,192,39,1461,10158
TOTAL (STATES),2010,Public Sector Undertaking,18,635,1011,623,124,2411,1,170,176,74,16,437,2848
TOTAL (STATES),2010,Student,697,3045,136,42,7,3927,672,2483,68,8,0,3231,7158
TOTAL (STATES),2010,Unemployed,52,2828,3079,1440,531,7930,28,827,536,192,116,1699,9629
TOTAL (STATES),2010,Self-employed (Business activity),3,1874,2541,1680,453,6551,12,216,191,100,31,550,7101
TOTAL (STATES),2010,Professional Activity,4,989,1379,840,286,3498,8,137,133,53,16,347,3845
TOTAL (STATES),2010,Farming/Agriculture Activity,58,3411,5069,3608,1415,13561,46,889,759,453,225,2372,15933
TOTAL (STATES),2010,Others (Please Specify),313,6009,7650,5498,2233,21703,234,2445,1947,1139,448,6213,27916
TOTAL (STATES),2010,Retired Person,0,16,17,141,562,736,0,12,2,31,101,146,882
TOTAL (STATES),2010,Others (Please Specify),456,3935,4907,4050,1934,15282,393,1856,1353,1022,533,5157,20439
TOTAL (STATES),2010,Total,1615,25813,29901,20513,7845,85687,1461,20695,14182,7065,3136,46539,132226
TOTAL (STATES),2010,Total Salaried,32,3706,5123,3214,424,12499,10,1105,804,318,58,2295,14794
TOTAL (STATES),2010,Total Self-employed,378,12283,16639,11626,4387,45313,300,3687,3030,1745,720,9482,54795
A & N ISLANDS,2010,House Wife,0,0,0,0,0,0,0,15,11,2,3,31,31
A & N ISLANDS,2010,Service (Government),0,3,8,7,0,18,0,1,0,0,0,1,19
A & N ISLANDS,2010,Service (Private),0,16,19,10,3,48,0,2,0,0,0,2,50
A & N ISLANDS,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2010,Student,4,4,0,0,0,8,0,6,0,0,0,6,14
A & N ISLANDS,2010,Unemployed,0,13,0,0,0,13,0,4,0,0,0,4,17
A & N ISLANDS,2010,Self-employed (Business activity),0,1,3,1,1,6,0,0,0,0,0,0,6
A & N ISLANDS,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2010,Farming/Agriculture Activity,0,1,2,0,5,8,0,0,0,0,0,0,8
A & N ISLANDS,2010,Others (Please Specify),0,0,1,0,1,2,0,0,0,0,0,0,2
A & N ISLANDS,2010,Retired Person,0,0,0,0,8,8,0,0,0,0,0,0,8
A & N ISLANDS,2010,Others (Please Specify),0,1,0,0,0,1,0,0,0,0,0,0,1
A & N ISLANDS,2010,Total,4,39,33,18,18,112,0,28,11,2,3,44,156
A & N ISLANDS,2010,Total Salaried,0,19,27,17,3,66,0,3,0,0,0,3,69
A & N ISLANDS,2010,Total Self-employed,0,2,6,1,7,16,0,0,0,0,0,0,16
CHANDIGARH,2010,House Wife,0,0,0,0,0,0,0,6,10,2,1,19,19
CHANDIGARH,2010,Service (Government),0,1,2,0,0,3,0,1,0,0,0,1,4
CHANDIGARH,2010,Service (Private),0,4,4,2,0,10,0,0,0,0,0,0,10
CHANDIGARH,2010,Public Sector Undertaking,0,1,0,1,0,2,0,0,0,0,0,0,2
CHANDIGARH,2010,Student,0,4,0,0,0,4,1,9,0,0,0,10,14
CHANDIGARH,2010,Unemployed,0,4,1,0,0,5,0,3,0,0,0,3,8
CHANDIGARH,2010,Self-employed (Business activity),0,0,1,0,0,1,0,0,0,0,0,0,1
CHANDIGARH,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2010,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2010,Others (Please Specify),0,0,4,1,0,5,1,5,0,0,0,6,11
CHANDIGARH,2010,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
CHANDIGARH,2010,Others (Please Specify),0,0,0,0,0,0,0,1,0,0,0,1,1
CHANDIGARH,2010,Total,0,14,12,4,1,31,2,25,10,2,1,40,71
CHANDIGARH,2010,Total Salaried,0,6,6,3,0,15,0,1,0,0,0,1,16
CHANDIGARH,2010,Total Self-employed,0,0,5,1,0,6,1,5,0,0,0,6,12
D & N HAVELI,2010,House Wife,0,0,0,0,0,0,0,15,4,4,0,23,23
D & N HAVELI,2010,Service (Government),0,1,0,0,0,1,0,0,0,0,0,0,1
D & N HAVELI,2010,Service (Private),0,6,5,1,0,12,0,0,0,0,0,0,12
D & N HAVELI,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Student,0,0,0,0,0,0,0,3,0,0,0,3,3
D & N HAVELI,2010,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Farming/Agriculture Activity,0,2,5,3,0,10,0,0,0,0,0,0,10
D & N HAVELI,2010,Others (Please Specify),0,1,0,0,0,1,0,0,0,0,0,0,1
D & N HAVELI,2010,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Others (Please Specify),0,4,2,2,5,13,0,0,0,0,0,0,13
D & N HAVELI,2010,Total,0,14,12,6,5,37,0,18,4,4,0,26,63
D & N HAVELI,2010,Total Salaried,0,7,5,1,0,13,0,0,0,0,0,0,13
D & N HAVELI,2010,Total Self-employed,0,3,5,3,0,11,0,0,0,0,0,0,11
DAMAN & DIU,2010,House Wife,0,0,0,0,0,0,0,6,2,0,0,8,8
DAMAN & DIU,2010,Service (Government),0,0,1,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2010,Service (Private),0,4,5,1,0,10,0,1,0,0,0,1,11
DAMAN & DIU,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Student,3,2,0,0,0,5,0,1,0,0,0,1,6
DAMAN & DIU,2010,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Others (Please Specify),0,2,0,1,0,3,0,2,0,0,0,2,5
DAMAN & DIU,2010,Total,3,8,6,2,0,19,0,10,2,0,0,12,31
DAMAN & DIU,2010,Total Salaried,0,4,6,1,0,11,0,1,0,0,0,1,12
DAMAN & DIU,2010,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2010,House Wife,0,0,0,0,0,0,0,197,117,31,7,352,352
DELHI (UT),2010,Service (Government),0,2,7,6,0,15,0,3,0,0,0,3,18
DELHI (UT),2010,Service (Private),0,90,78,22,11,201,0,18,3,1,0,22,223
DELHI (UT),2010,Public Sector Undertaking,0,12,23,4,0,39,0,5,0,0,0,5,44
DELHI (UT),2010,Student,11,75,1,0,0,87,18,56,3,2,0,79,166
DELHI (UT),2010,Unemployed,0,102,88,30,16,236,3,32,8,0,0,43,279
DELHI (UT),2010,Self-employed (Business activity),0,13,11,8,0,32,0,0,0,0,0,0,32
DELHI (UT),2010,Professional Activity,0,1,2,0,0,3,0,0,1,0,0,1,4
DELHI (UT),2010,Farming/Agriculture Activity,0,2,5,2,0,9,0,0,0,0,0,0,9
DELHI (UT),2010,Others (Please Specify),0,63,69,34,10,176,0,29,6,1,1,37,213
DELHI (UT),2010,Retired Person,0,0,0,0,4,4,0,0,0,0,0,0,4
DELHI (UT),2010,Others (Please Specify),5,69,55,24,6,159,3,23,12,1,1,40,199
DELHI (UT),2010,Total,16,429,339,130,47,961,24,363,150,36,9,582,1543
DELHI (UT),2010,Total Salaried,0,104,108,32,11,255,0,26,3,1,0,30,285
DELHI (UT),2010,Total Self-employed,0,79,87,44,10,220,0,29,7,1,1,38,258
LAKSHADWEEP,2010,House Wife,0,0,0,0,0,0,0,0,1,0,0,1,1
LAKSHADWEEP,2010,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Total,0,0,0,0,0,0,0,0,1,0,0,1,1
LAKSHADWEEP,2010,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2010,House Wife,0,0,0,0,0,0,0,44,30,10,11,95,95
PUDUCHERRY,2010,Service (Government),0,1,4,2,1,8,0,2,1,0,0,3,11
PUDUCHERRY,2010,Service (Private),0,10,9,2,0,21,0,12,5,0,0,17,38
PUDUCHERRY,2010,Public Sector Undertaking,0,0,2,2,0,4,0,0,2,0,0,2,6
PUDUCHERRY,2010,Student,2,4,0,0,0,6,2,10,0,0,0,12,18
PUDUCHERRY,2010,Unemployed,0,17,14,13,16,60,0,29,4,0,7,40,100
PUDUCHERRY,2010,Self-employed (Business activity),0,3,8,3,0,14,0,0,0,0,0,0,14
PUDUCHERRY,2010,Professional Activity,0,34,98,68,5,205,0,2,0,2,1,5,210
PUDUCHERRY,2010,Farming/Agriculture Activity,0,0,1,3,0,4,0,0,0,0,0,0,4
PUDUCHERRY,2010,Others (Please Specify),0,1,5,2,0,8,1,0,0,0,0,1,9
PUDUCHERRY,2010,Retired Person,0,0,0,0,3,3,0,0,0,0,0,0,3
PUDUCHERRY,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2010,Total,2,70,141,95,25,333,3,99,42,12,19,175,508
PUDUCHERRY,2010,Total Salaried,0,11,15,6,1,33,0,14,8,0,0,22,55
PUDUCHERRY,2010,Total Self-employed,0,38,112,76,5,231,1,2,0,2,1,6,237
TOTAL (UTs),2010,House Wife,0,0,0,0,0,0,0,283,175,49,22,529,529
TOTAL (UTs),2010,Service (Government),0,8,22,15,1,46,0,7,1,0,0,8,54
TOTAL (UTs),2010,Service (Private),0,130,120,38,14,302,0,33,8,1,0,42,344
TOTAL (UTs),2010,Public Sector Undertaking,0,13,25,7,0,45,0,5,2,0,0,7,52
TOTAL (UTs),2010,Student,20,89,1,0,0,110,21,85,3,2,0,111,221
TOTAL (UTs),2010,Unemployed,0,136,103,43,32,314,3,68,12,0,7,90,404
TOTAL (UTs),2010,Self-employed (Business activity),0,17,23,12,1,53,0,0,0,0,0,0,53
TOTAL (UTs),2010,Professional Activity,0,35,100,68,5,208,0,2,1,2,1,6,214
TOTAL (UTs),2010,Farming/Agriculture Activity,0,5,13,8,5,31,0,0,0,0,0,0,31
TOTAL (UTs),2010,Others (Please Specify),0,65,79,37,11,192,2,34,6,1,1,44,236
TOTAL (UTs),2010,Retired Person,0,0,0,0,16,16,0,0,0,0,0,0,16
TOTAL (UTs),2010,Others (Please Specify),5,76,57,27,11,176,3,26,12,1,1,43,219
TOTAL (UTs),2010,Total,25,574,543,255,96,1493,29,543,220,56,32,880,2373
TOTAL (UTs),2010,Total Salaried,0,151,167,60,15,393,0,45,11,1,0,57,450
TOTAL (UTs),2010,Total Self-employed,0,122,215,125,22,484,2,36,7,3,2,50,534
TOTAL (ALL INDIA),2010,House Wife,0,0,0,0,0,0,58,11008,8564,3798,1630,25058,25058
TOTAL (ALL INDIA),2010,Service (Government),0,305,649,456,27,1437,0,205,145,52,3,405,1842
TOTAL (ALL INDIA),2010,Service (Private),14,2904,3605,2188,288,8999,9,770,492,193,39,1503,10502
TOTAL (ALL INDIA),2010,Public Sector Undertaking,18,648,1036,630,124,2456,1,175,178,74,16,444,2900
TOTAL (ALL INDIA),2010,Student,717,3134,137,42,7,4037,693,2568,71,10,0,3342,7379
TOTAL (ALL INDIA),2010,Unemployed,52,2964,3182,1483,563,8244,31,895,548,192,123,1789,10033
TOTAL (ALL INDIA),2010,Self-employed (Business activity),3,1891,2564,1692,454,6604,12,216,191,100,31,550,7154
TOTAL (ALL INDIA),2010,Professional Activity,4,1024,1479,908,291,3706,8,139,134,55,17,353,4059
TOTAL (ALL INDIA),2010,Farming/Agriculture Activity,58,3416,5082,3616,1420,13592,46,889,759,453,225,2372,15964
TOTAL (ALL INDIA),2010,Others (Please Specify),313,6074,7729,5535,2244,21895,236,2479,1953,1140,449,6257,28152
TOTAL (ALL INDIA),2010,Retired Person,0,16,17,141,578,752,0,12,2,31,101,146,898
TOTAL (ALL INDIA),2010,Others (Please Specify),461,4011,4964,4077,1945,15458,396,1882,1365,1023,534,5200,20658
TOTAL (ALL INDIA),2010,Total,1640,26387,30444,20768,7941,87180,1490,21238,14402,7121,3168,47419,134599
TOTAL (ALL INDIA),2010,Total Salaried,32,3857,5290,3274,439,12892,10,1150,815,319,58,2352,15244
TOTAL (ALL INDIA),2010,Total Self-employed,378,12405,16854,11751,4409,45797,302,3723,3037,1748,722,9532,55329
